review_body,review_title,asin,pp_date,review_rating,review_date,text_clean,title_clean,ml_score,text,ml_topic,review,opinion
great value for money. coffee nice and strong.,,PLID50084565,1 June 2020,5,2020-06-01,great value for money coffee nice and strong,,1,great value for money coffee nice and strong ,[],great value for money. coffee nice and strong. ,['great value']
"good flavor, different varieties, excellent value for money",,PLID50084565,31 May 2020,5,2020-05-31,good flavor different varieties excellent value for money,,1,good flavor different varieties excellent value for money ,['taste'],"good flavor, different varieties, excellent value for money ","['good flavor', 'excellent value', 'different variety']"
great product .,,PLID50084565,20 May 2020,5,2020-05-20,great product,,1,great product ,[],great product . ,['great product']
delicious!!,,PLID50084565,19 May 2020,5,2020-05-19,delicious,,1,delicious ,[],delicious!! ,[]
these are pretty good. i will be purchasing more,,PLID50084565,10 May 2020,4,2020-05-10,these are pretty good will be purchasing more,,1,these are pretty good will be purchasing more ,['packaging'],these are pretty good. i will be purchasing more ,[]
"an excellent collection of coffees, good flavours, creamy, and very well packaged. most definitely worth buying again and again!",,PLID50084565,15 April 2020,5,2020-04-15,an excellent collection of coffees good flavours creamy and very we will packaged most definitely worth buying again and again,,1,an excellent collection of coffees good flavours creamy and very we will packaged most definitely worth buying again and again ,[],"an excellent collection of coffees, good flavours, creamy, and very well packaged. most definitely worth buying again and again! ","['good flavour', 'excellent collection']"
"good capsule build quality, excellent brew! thanks for this.",,PLID50084565,6 April 2020,5,2020-04-06,good capsule build quality excellent brew thanks for this,,1,good capsule build quality excellent brew thanks for this ,['delivery'],"good capsule build quality, excellent brew! thanks for this. ",['good capsule']
great coffee. works perfectly in my nespresso machine. would definitely buy again. nitely,,PLID50084565,6 April 2020,5,2020-04-06,great coffee works perfectly in my nespresso machine would definitely buy again nitely,,1,great coffee works perfectly in my nespresso machine would definitely buy again nitely ,['taste'],great coffee. works perfectly in my nespresso machine. would definitely buy again. nitely ,['great coffee']
value for money !,,PLID50084565,29 March 2020,5,2020-03-29,value for money,,1,value for money ,[],value for money ! ,[]
i am really enjoying this coffee so far,,PLID50084565,15 March 2020,5,2020-03-15,am really enjoying this coffee so far,,1,am really enjoying this coffee so far ,['allergens'],i am really enjoying this coffee so far ,[]
does not fit my nespresso machine? waste of money,,PLID44858549,6 December 2019,1,2019-12-06,does not fit my nespresso machine waste of money,,-1,does not fit my nespresso machine waste of money ,['taste'],does not fit my nespresso machine? waste of money ,[]
excellent product  available with a good price! ,,PLID44858549,24 November 2019,5,2019-11-24,excellent product available with good price,,1,excellent product available with good price ,[],excellent product  available with a good price!  ,"['excellent product', 'good price']"
excellent product.,,PLID44858549,22 October 2019,4,2019-10-22,excellent product,,1,excellent product ,[],excellent product. ,['excellent product']
best price i could find,,PLID44858549,15 October 2019,4,2019-10-15,best price could find,,1,best price could find ,[],best price i could find ,[]
perfectly smooth and flavourful coffee at an excellent price per capsule.,,PLID44858549,30 September 2019,5,2019-09-30,perfectly smooth and flavourful coffee at an excellent price per capsule,,1,perfectly smooth and flavourful coffee at an excellent price per capsule ,['delivery'],perfectly smooth and flavourful coffee at an excellent price per capsule. ,['excellent price']
"we love this coffee, but find the passionato capsules does not always work properly, so we stopped buying these.",,PLID44858549,24 May 2019,4,2019-05-24,we love this coffee but find the passionato capsules does not always work properly so we stopped buying these,,1,we love this coffee but find the passionato capsules does not always work properly so we stopped buying these ,[],"we love this coffee, but find the passionato capsules does not always work properly, so we stopped buying these. ",[]
good price,,PLID44858549,1 May 2019,4,2019-05-01,good price,,1,good price ,[],good price ,['good price']
always a good coffee ...,,PLID44858549,13 April 2019,4,2019-04-13,always good coffee,,1,always good coffee ,[],always a good coffee ... ,['always good coffee']
very good. enjoy a 8g coffee more taste and volume.highly recommend.good quality,,PLID44858549,27 February 2019,5,2019-02-27,very good enjoy coffee more taste and volume highly recommend good quality,,1,very good enjoy coffee more taste and volume highly recommend good quality ,[],very good. enjoy a 8g coffee more taste and volume.highly recommend.good quality ,[]
enjoyable coffee. excellent.,,PLID44858549,25 February 2019,4,2019-02-25,enjoyable coffee excellent,,1,enjoyable coffee excellent ,[],enjoyable coffee. excellent. ,['enjoyable coffee']
"funky packaging, tasty coffee. value for money.",,PLID43684287,22 June 2020,5,2020-06-22,funky packaging tasty coffee value for money,,1,funky packaging tasty coffee value for money ,[],"funky packaging, tasty coffee. value for money. ",[]
"good coffee with some interesting and experimental flavours. some of the flavours work, while others are just not for my pallette.",,PLID43684287,17 June 2020,4,2020-06-17,good coffee with some interesting and experimental flavours some of the flavours work while others are just not for my pallette,,1,good coffee with some interesting and experimental flavours some of the flavours work while others are just not for my pallette ,[],"good coffee with some interesting and experimental flavours. some of the flavours work, while others are just not for my pallette. ",['good coffee']
great variety,,PLID43684287,31 May 2020,5,2020-05-31,great variety,,1,great variety ,[],great variety ,['great variety']
great work,,PLID43684287,27 May 2020,5,2020-05-27,great work,,1,great work ,[],great work ,['great work']
love all of these. the flavoured versions are subtle and delicious.,,PLID43684287,23 May 2020,5,2020-05-23,love all of these the flavoured versions are subtle and delicious,,1,love all of these the flavoured versions are subtle and delicious ,[],love all of these. the flavoured versions are subtle and delicious. ,[]
delicious good quality capsule coffee,,PLID43684287,18 May 2020,5,2020-05-18,delicious good quality capsule coffee,,1,delicious good quality capsule coffee ,['delivery'],delicious good quality capsule coffee ,[]
"really enjoyed the coffee grind, was sceptical about the pod version, but was highly surprised, would definitely buy these pods again.",,PLID43684287,28 April 2020,5,2020-04-28,really enjoyed the coffee grind was sceptical about the pod version but was highly surprised would definitely buy these pods again,,1,really enjoyed the coffee grind was sceptical about the pod version but was highly surprised would definitely buy these pods again ,['taste'],"really enjoyed the coffee grind, was sceptical about the pod version, but was highly surprised, would definitely buy these pods again. ",[]
absolutely divine. each flavour is distinct and gives great taste and aroma even though it is just from a nespresso. definitely will continue to purchase. only thing i would change is the ability to purchase bulk without having all of the additional wasted packaging.,,PLID43684287,27 April 2020,5,2020-04-27,absolutely divine each flavour is distinct and gives great taste and aroma even though it is just from nespresso definitely will continue to purchase only thing would change is the ability to purchase bulk without having all of the additional wasted packaging,,1,absolutely divine each flavour is distinct and gives great taste and aroma even though it is just from nespresso definitely will continue to purchase only thing would change is the ability to purchase bulk without having all of the additional wasted packaging ,['taste'],absolutely divine. each flavour is distinct and gives great taste and aroma even though it is just from a nespresso. definitely will continue to purchase. only thing i would change is the ability to purchase bulk without having all of the additional wasted packaging. ,['great taste']
great tasting coffee also good value for money with so many different flavors will definitely be buying this again.,,PLID43684287,18 April 2020,5,2020-04-18,great tasting coffee also good value for money with so many different flavors will definitely be buying this again,,1,great tasting coffee also good value for money with so many different flavors will definitely be buying this again ,[],great tasting coffee also good value for money with so many different flavors will definitely be buying this again. ,"['great tasting coffee', 'good value']"
one of the best coffee companies in south africa! and what lovely taste and packaging!,,PLID43684287,22 January 2020,5,2020-01-22,one of the best coffee companies in south africa and what lovely taste and packaging,,1,one of the best coffee companies in south africa and what lovely taste and packaging ,[],one of the best coffee companies in south africa! and what lovely taste and packaging! ,['good coffee company']
very nice quality. good product and smells lovely.,,PLID43684287,17 December 2019,4,2019-12-17,very nice quality good product and smells lovely,,1,very nice quality good product and smells lovely ,[],very nice quality. good product and smells lovely. ,"['very nice quality', 'good product']"
"very well balanced and excellent flavour. pods sometimes does not thoroughly pierce, higher pressure machine advisable. works well on latissima touch, if the pod doesn't physically pierce through the pressure does the rest of the piercing.",,PLID43684287,27 August 2019,5,2019-08-27,very we will balanced and excellent flavour pods sometimes does not thoroughly pierce higher pressure machine advisable works we will on latissima touch if the pod doesn physically pierce through the pressure does the rest of the piercing,,1,very we will balanced and excellent flavour pods sometimes does not thoroughly pierce higher pressure machine advisable works we will on latissima touch if the pod doesn physically pierce through the pressure does the rest of the piercing ,"['delivery', 'taste']","very well balanced and excellent flavour. pods sometimes does not thoroughly pierce, higher pressure machine advisable. works well on latissima touch, if the pod doesn't physically pierce through the pressure does the rest of the piercing. ",[]
"good selection of flavoured coffees, reminds me of discovering terbodore in franschoek in 2016!",,PLID43684287,27 August 2018,5,2018-08-27,good selection of flavoured coffees reminds me of discovering terbodore in franschoek in,,1,good selection of flavoured coffees reminds me of discovering terbodore in franschoek in ,[],"good selection of flavoured coffees, reminds me of discovering terbodore in franschoek in 2016! ",['good selection']
awesome coffee,,PLID58243680,26 December 2019,5,2019-12-26,awesome coffee,,1,awesome coffee ,[],awesome coffee ,['awesome coffee']
great value for money. coffee is pretty good for the price,,PLID58243680,26 December 2019,4,2019-12-26,great value for money coffee is pretty good for the price,,1,great value for money coffee is pretty good for the price ,['packaging'],great value for money. coffee is pretty good for the price ,['great value']
nice selection,,PLID58243680,25 December 2019,5,2019-12-25,nice selection,,1,nice selection ,[],nice selection ,['nice selection']
good value for money,,PLID58243680,3 December 2019,5,2019-12-03,good value for money,,1,good value for money ,[],good value for money ,['good value']
great product love the 4 different varieties.  works really well with our nespresso machine.,,PLID58243680,3 December 2019,5,2019-12-03,great product love the different varieties works really we will with our nespresso machine,,1,great product love the different varieties works really we will with our nespresso machine ,['taste'],great product love the 4 different varieties.  works really well with our nespresso machine. ,['great product']
"works very nice in my coffee machine.
easy to use, and don't need fresh milk or fridge for the milk.",,PLID44858556,25 November 2020,5,2020-11-25,works very nice in my coffee machine easy to use and don need fresh milk or fridge for the milk,,1,works very nice in my coffee machine easy to use and don need fresh milk or fridge for the milk ,['taste'],"works very nice in my coffee machine.
easy to use, and don't need fresh milk or fridge for the milk. ",['fresh milk']
love the creaminess,,PLID44858556,21 July 2020,5,2020-07-21,love the creaminess,,1,love the creaminess ,[],love the creaminess ,[]
nice creme texture,,PLID44858556,14 July 2020,4,2020-07-14,nice creme texture,,1,nice creme texture ,[],nice creme texture ,[]
i love love it,,PLID44858556,8 June 2020,4,2020-06-08,love love it,,1,love love it ,[],i love love it ,[]
"works well in my dolce gusto machine with the adapter, good taste",,PLID44858556,5 May 2020,5,2020-05-05,works we will in my dolce gusto machine with the adapter good taste,,1,works we will in my dolce gusto machine with the adapter good taste ,"['delivery', 'taste']","works well in my dolce gusto machine with the adapter, good taste ",['good taste']
love the idea,,PLID44858556,8 March 2020,4,2020-03-08,love the idea,,1,love the idea ,['delivery'],love the idea ,[]
don't know how it tastes. it doesn't fit into my dolce gusto or nespresso machine? ,,PLID44858556,18 December 2019,1,2019-12-18,don know how it tastes it doesn fit into my dolce gusto or nespresso machine,,-1,don know how it tastes it doesn fit into my dolce gusto or nespresso machine ,"['delivery', 'taste']",don't know how it tastes. it doesn't fit into my dolce gusto or nespresso machine?  ,[]
yummy pods! turns ordinary coffee into something from a coffee shop!,,PLID44858556,11 November 2019,5,2019-11-11,yummy pods turns ordinary coffee into something from coffee shop,,1,yummy pods turns ordinary coffee into something from coffee shop ,[],yummy pods! turns ordinary coffee into something from a coffee shop! ,[]
best price i could find,,PLID44858556,15 October 2019,4,2019-10-15,best price could find,,1,best price could find ,[],best price i could find ,[]
"good product, works well with a converter for dolce gusto machines too.",,PLID44858556,19 November 2018,4,2018-11-19,good product works we will with converter for dolce gusto machines too,,1,good product works we will with converter for dolce gusto machines too ,"['delivery', 'taste']","good product, works well with a converter for dolce gusto machines too. ",['good product']
best ever,,PLID44858553,5 October 2020,5,2020-10-05,best ever,,1,best ever ,[],best ever ,[]
"yum yum, nice cappicino. and your services was great. thanks",,PLID44858553,30 June 2020,5,2020-06-30,yum yum nice cappicino and your services was great thanks,,1,yum yum nice cappicino and your services was great thanks ,[],"yum yum, nice cappicino. and your services was great. thanks ",['nice cappicino']
great product,,PLID44858553,17 June 2020,4,2020-06-17,great product,,1,great product ,[],great product ,['great product']
great tasting coffee,,PLID44858553,30 May 2020,4,2020-05-30,great tasting coffee,,1,great tasting coffee ,[],great tasting coffee ,['great tasting coffee']
way better than the dolce gusto original ones that's for sure - i will buy these again but i think i prefer buying the milk and coffee pods separately and making my own version of a cappuccino using the creme latte pods and the espresso pods from espresto.,,PLID44858553,29 May 2020,4,2020-05-29,way better than the dolce gusto original ones that for sure will buy these again but think prefer buying the milk and coffee pods separately and making my own version of cappuccino using the creme latte pods and the espresso pods from espresto,,1,way better than the dolce gusto original ones that for sure will buy these again but think prefer buying the milk and coffee pods separately and making my own version of cappuccino using the creme latte pods and the espresso pods from espresto ,"['delivery', 'taste']",way better than the dolce gusto original ones that's for sure - i will buy these again but i think i prefer buying the milk and coffee pods separately and making my own version of a cappuccino using the creme latte pods and the espresso pods from espresto. ,[]
these coffee pods are packed full of flavour. definitely a good blend and ensures enjoyment with every cup.,,PLID44858553,10 May 2020,5,2020-05-10,these coffee pods are packed full of flavour definitely good blend and ensures enjoyment with every cup,,1,these coffee pods are packed full of flavour definitely good blend and ensures enjoyment with every cup ,['taste'],these coffee pods are packed full of flavour. definitely a good blend and ensures enjoyment with every cup. ,['definitely good blend']
awesome blend and good quality the people really enjoyed it at my wife's birthday this sunday went through 4 boxes and enjoyed every drop of it really happy with this product...,,PLID44858553,17 March 2020,5,2020-03-17,awesome blend and good quality the people really enjoyed it at my wife birthday this sunday went through boxes and enjoyed every drop of it really happy with this product,,1,awesome blend and good quality the people really enjoyed it at my wife birthday this sunday went through boxes and enjoyed every drop of it really happy with this product ,['allergens'],awesome blend and good quality the people really enjoyed it at my wife's birthday this sunday went through 4 boxes and enjoyed every drop of it really happy with this product... ,"['awesome blend', 'good quality']"
its good!,,PLID44858553,8 March 2020,3,2020-03-08,it is good,,1,it is good ,[],its good! ,[]
excellent product,,PLID44858553,4 March 2020,5,2020-03-04,excellent product,,1,excellent product ,[],excellent product ,['excellent product']
great taste!,,PLID44858553,18 November 2019,4,2019-11-18,great taste,,1,great taste ,[],great taste! ,['great taste']
creamy and frothy. easy to use and delicious. i'd recommend this.,,PLID44858553,13 November 2019,4,2019-11-13,creamy and frothy easy to use and delicious recommend this,,1,creamy and frothy easy to use and delicious recommend this ,[],creamy and frothy. easy to use and delicious. i'd recommend this. ,[]
best price i could find,,PLID44858553,15 October 2019,4,2019-10-15,best price could find,,1,best price could find ,[],best price i could find ,[]
great coffee,,PLID44858553,22 September 2019,5,2019-09-22,great coffee,,1,great coffee ,[],great coffee ,['great coffee']
"good cuppa, really enjo",,PLID44858553,7 June 2019,4,2019-06-07,good cuppa really enjo,,1,good cuppa really enjo ,[],"good cuppa, really enjo ",[]
"the description sounds lovely, and i was amped when the capsules came, but what they don't tell you upfront, is which machines these go with. i can tell you that the capsules don't fit into the nespresso lattissima touch. super disappointed.",,PLID44858553,3 June 2019,1,2019-06-03,the description sounds lovely and was amped when the capsules came but what they don tell you upfront is which machines these go with can tell you that the capsules don fit into the nespresso lattissima touch super disappointed,,-1,the description sounds lovely and was amped when the capsules came but what they don tell you upfront is which machines these go with can tell you that the capsules don fit into the nespresso lattissima touch super disappointed ,"['packaging', 'taste']","the description sounds lovely, and i was amped when the capsules came, but what they don't tell you upfront, is which machines these go with. i can tell you that the capsules don't fit into the nespresso lattissima touch. super disappointed. ",[]
flavour seems a bit watered down.  not the worst coffee capsules ive had. ,,PLID47904285,2 November 2020,3,2020-11-02,flavour seems bit watered down not the worst coffee capsules have had,,1,flavour seems bit watered down not the worst coffee capsules have had ,[],flavour seems a bit watered down.  not the worst coffee capsules ive had.  ,[]
"nice coffee, do not like the plastic pod.",,PLID47904285,22 October 2020,4,2020-10-22,nice coffee do not like the plastic pod,,1,nice coffee do not like the plastic pod ,[],"nice coffee, do not like the plastic pod. ",['nice coffee']
delicious,,PLID47904285,11 October 2020,5,2020-10-11,delicious,,1,delicious ,[],delicious ,[]
"loving this delicious, not too strong, blend",,PLID47904285,8 October 2020,5,2020-10-08,loving this delicious not too strong blend,,1,loving this delicious not too strong blend ,[],"loving this delicious, not too strong, blend ",[]
tastes good not a fan of the plastic sleeve,,PLID47904285,5 September 2020,4,2020-09-05,tastes good not fan of the plastic sleeve,,1,tastes good not fan of the plastic sleeve ,[],tastes good not a fan of the plastic sleeve ,[]
good coffee but capsule is not nespresso compatible,,PLID47904285,7 August 2020,4,2020-08-07,good coffee but capsule is not nespresso compatible,,1,good coffee but capsule is not nespresso compatible ,['delivery'],good coffee but capsule is not nespresso compatible ,['good coffee']
amazing coffee softest aroma with a strong after taste delicious and exactly what is needed to start a day,,PLID47904285,18 July 2020,5,2020-07-18,amazing coffee softest aroma with strong after taste delicious and exactly what is needed to start day,,1,amazing coffee softest aroma with strong after taste delicious and exactly what is needed to start day ,[],amazing coffee softest aroma with a strong after taste delicious and exactly what is needed to start a day ,['amazing coffee soft aroma']
a good anytime nespresso compatible coffee pod.,,PLID47904285,23 June 2020,5,2020-06-23,good anytime nespresso compatible coffee pod,,1,good anytime nespresso compatible coffee pod ,[],a good anytime nespresso compatible coffee pod. ,[]
"great flavour, not very strong but good flavour",,PLID47904285,15 June 2020,4,2020-06-15,great flavour not very strong but good flavour,,1,great flavour not very strong but good flavour ,[],"great flavour, not very strong but good flavour ",['great flavour']
nice strong flavoured. love it. will buy again! use it with my nespresso machine.,,PLID47904285,25 May 2020,4,2020-05-25,nice strong flavoured love it will buy again use it with my nespresso machine,,1,nice strong flavoured love it will buy again use it with my nespresso machine ,['taste'],nice strong flavoured. love it. will buy again! use it with my nespresso machine. ,[]
tasty,,PLID47904285,6 May 2020,4,2020-05-06,tasty,,1,tasty ,[],tasty ,[]
great product,,PLID47904285,2 May 2020,5,2020-05-02,great product,,1,great product ,[],great product ,['great product']
"they are quite weak for me, but might be good for someone who does not like strong coffee",,PLID47904285,29 April 2020,3,2020-04-29,they are quite weak for me but might be good for someone who does not like strong coffee,,1,they are quite weak for me but might be good for someone who does not like strong coffee ,[],"they are quite weak for me, but might be good for someone who does not like strong coffee ",['strong coffee']
good coffee. just ordered second batch.,,PLID54489195,29 January 2020,4,2020-01-29,good coffee just ordered second batch,,1,good coffee just ordered second batch ,[],good coffee. just ordered second batch. ,['good coffee']
good coffe. pity the capsules are not made of aluminium.,,PLID54489195,26 January 2020,4,2020-01-26,good coffe pity the capsules are not made of aluminium,,1,good coffe pity the capsules are not made of aluminium ,['packaging'],good coffe. pity the capsules are not made of aluminium. ,[]
great coffee,,PLID54489195,21 January 2020,5,2020-01-21,great coffee,,1,great coffee ,[],great coffee ,['great coffee']
delicious and great value for money.,,PLID54489195,20 January 2020,5,2020-01-20,delicious and great value for money,,1,delicious and great value for money ,[],delicious and great value for money. ,['great value']
best value for money coffee pods,,PLID54489195,15 January 2020,4,2020-01-15,best value for money coffee pods,,1,best value for money coffee pods ,[],best value for money coffee pods ,['good value']
best ever flavors are amazing and so good quality when my is done will buy this again,,PLID54489195,22 December 2019,5,2019-12-22,best ever flavors are amazing and so good quality when my is done will buy this again,,1,best ever flavors are amazing and so good quality when my is done will buy this again ,['taste'],best ever flavors are amazing and so good quality when my is done will buy this again ,['so good quality']
delicious,,PLID54489195,27 November 2019,5,2019-11-27,delicious,,1,delicious ,[],delicious ,[]
product supplied exactly as advertised. nice variety to try out or for a group with different preferences.,,PLID54489195,6 November 2019,5,2019-11-06,product supplied exactly as advertised nice variety to try out or for group with different preferences,,1,product supplied exactly as advertised nice variety to try out or for group with different preferences ,[],product supplied exactly as advertised. nice variety to try out or for a group with different preferences. ,['nice variety']
great coffee and great price,,PLID54489195,26 October 2019,5,2019-10-26,great coffee and great price,,1,great coffee and great price ,[],great coffee and great price ,"['great coffee', 'great price']"
"so i received my box of 5 caffelux espresso capsules today only to find that the expiry date on 3 of the boxes are unreadable and smudged 
this could be long expired ????",,PLID54489195,22 October 2019,1,2019-10-22,so received my box of caffelux espresso capsules today only to find that the expiry date on of the boxes are unreadable and smudged this could be long expired,,-1,so received my box of caffelux espresso capsules today only to find that the expiry date on of the boxes are unreadable and smudged this could be long expired ,[],"so i received my box of 5 caffelux espresso capsules today only to find that the expiry date on 3 of the boxes are unreadable and smudged 
this could be long expired ???? ",[]
love this capsules,,PLID54489195,21 October 2019,4,2019-10-21,love this capsules,,1,love this capsules ,[],love this capsules ,[]
variety of coffee strengths and works well with my machine. good coffee and super affordable. was cheaper via takealot than in store!,,PLID54489195,8 October 2019,5,2019-10-08,variety of coffee strengths and works we will with my machine good coffee and super affordable was cheaper via takealot than in store,,1,variety of coffee strengths and works we will with my machine good coffee and super affordable was cheaper via takealot than in store ,['taste'],variety of coffee strengths and works well with my machine. good coffee and super affordable. was cheaper via takealot than in store! ,['good coffee']
excellent product at a bargain price .highly recommended ,,PLID54489195,7 October 2019,4,2019-10-07,excellent product at bargain price highly recommended,,1,excellent product at bargain price highly recommended ,[],excellent product at a bargain price .highly recommended  ,['excellent product']
taste is good,,PLID54965927,1 December 2020,4,2020-12-01,taste is good,,1,taste is good ,[],taste is good ,[]
"so far my fav decaf capsule. mild, but very flavorful.",,PLID54965927,17 November 2020,5,2020-11-17,so far my fav decaf capsule mild but very flavorful,,1,so far my fav decaf capsule mild but very flavorful ,['delivery'],"so far my fav decaf capsule. mild, but very flavorful. ",[]
very nice,,PLID54965927,8 August 2020,5,2020-08-08,very nice,,1,very nice ,[],very nice ,[]
good coffee,,PLID54965927,3 August 2020,4,2020-08-03,good coffee,,1,good coffee ,[],good coffee ,['good coffee']
"great taste, value for money.",,PLID54965927,4 July 2020,4,2020-07-04,great taste value for money,,1,great taste value for money ,[],"great taste, value for money. ",['great taste']
love the flavour.,,PLID54965927,21 November 2019,5,2019-11-21,love the flavour,,1,love the flavour ,[],love the flavour. ,[]
really enjoyed this packaged deal. the taste is great,,PLID41141718,20 December 2019,4,2019-12-20,really enjoyed this packaged deal the taste is great,,1,really enjoyed this packaged deal the taste is great ,['taste'],really enjoyed this packaged deal. the taste is great ,[]
the exact product i was looking for... and affordable,,PLID41141718,10 December 2019,5,2019-12-10,the exact product was looking for and affordable,,1,the exact product was looking for and affordable ,[],the exact product i was looking for... and affordable ,[]
first time using these but they work well in the nespresso machine and flavors are good. ,,PLID41141718,9 December 2019,4,2019-12-09,first time using these but they work we will in the nespresso machine and flavors are good,,1,first time using these but they work we will in the nespresso machine and flavors are good ,"['delivery', 'taste']",first time using these but they work well in the nespresso machine and flavors are good.  ,[]
nice selection ... and affordable.,,PLID41141718,20 November 2019,4,2019-11-20,nice selection and affordable,,1,nice selection and affordable ,[],nice selection ... and affordable. ,['nice selection']
"good quality and pricing for bulk purchase.  enjoy the capsules, although they are weaker than the oroginals, but still very tasty.",,PLID41141718,11 November 2019,4,2019-11-11,good quality and pricing for bulk purchase enjoy the capsules although they are weaker than the oroginals but still very tasty,,1,good quality and pricing for bulk purchase enjoy the capsules although they are weaker than the oroginals but still very tasty ,[],"good quality and pricing for bulk purchase.  enjoy the capsules, although they are weaker than the oroginals, but still very tasty. ",['good quality']
"loved the taste and the variety. will be buying this again in the future.
thank you",,PLID41141718,11 November 2019,5,2019-11-11,loved the taste and the variety will be buying this again in the future thank you,,1,loved the taste and the variety will be buying this again in the future thank you ,[],"loved the taste and the variety. will be buying this again in the future.
thank you ",[]
such a nice mix of coffee's ! i love it.,,PLID41141718,6 November 2019,5,2019-11-06,such nice mix of coffee love it,,1,such nice mix of coffee love it ,[],such a nice mix of coffee's ! i love it. ,['nice mix']
"the package on the photo does not correspond to the product sent, the capsules are loose in a plastic bag.",,PLID41141718,5 November 2019,5,2019-11-05,the package on the photo does not correspond to the product sent the capsules are loose in plastic bag,,1,the package on the photo does not correspond to the product sent the capsules are loose in plastic bag ,[],"the package on the photo does not correspond to the product sent, the capsules are loose in a plastic bag. ",[]
"nice, value for money...what about offering choices between the strong roast, medium roast, mild roast?",,PLID41141718,4 November 2019,4,2019-11-04,nice value for money what about offering choices between the strong roast medium roast mild roast,,1,nice value for money what about offering choices between the strong roast medium roast mild roast ,[],"nice, value for money...what about offering choices between the strong roast, medium roast, mild roast? ","['strong roast', 'nice value']"
they are absolutely awesome. ,,PLID41141718,23 October 2019,5,2019-10-23,they are absolutely awesome,,1,they are absolutely awesome ,[],they are absolutely awesome.  ,[]
"great product, works great with my nespresso touch.",,PLID41141718,23 October 2019,5,2019-10-23,great product works great with my nespresso touch,,1,great product works great with my nespresso touch ,[],"great product, works great with my nespresso touch. ",['great product']
"the machine is not functioning correctly, ",,PLID41141718,21 October 2019,4,2019-10-21,the machine is not functioning correctly,,1,the machine is not functioning correctly ,['taste'],"the machine is not functioning correctly,  ",[]
such a bargain for great coffee. do yourself a favour and get it ,,PLID41141718,13 October 2019,4,2019-10-13,such bargain for great coffee do yourself favour and get it,,1,such bargain for great coffee do yourself favour and get it ,[],such a bargain for great coffee. do yourself a favour and get it  ,['great coffee']
excellent deal and product,,PLID41141718,8 October 2019,5,2019-10-08,excellent deal and product,,1,excellent deal and product ,['taste'],excellent deal and product ,['excellent deal']
"always a bargain and good coffee too!!
works perfectly with my nespresso machine - also they are changing the pods from all-plastic to part aluminium for better compatibility.",,PLID41141718,2 October 2019,4,2019-10-02,always bargain and good coffee too works perfectly with my nespresso machine also they are changing the pods from all plastic to part aluminium for better compatibility,,1,always bargain and good coffee too works perfectly with my nespresso machine also they are changing the pods from all plastic to part aluminium for better compatibility ,"['allergens', 'packaging', 'taste']","always a bargain and good coffee too!!
works perfectly with my nespresso machine - also they are changing the pods from all-plastic to part aluminium for better compatibility. ","['well compatibility', 'good coffee']"
works great ,,PLID41141718,28 September 2019,5,2019-09-28,works great,,1,works great ,[],works great  ,[]
"not a connoisseur, but very satisfied ",,PLID41141718,16 September 2019,4,2019-09-16,not connoisseur but very satisfied,,1,not connoisseur but very satisfied ,[],"not a connoisseur, but very satisfied  ",[]
a daily treat of a good cup of coffee!,,PLID41141718,14 September 2019,5,2019-09-14,daily treat of good cup of coffee,,1,daily treat of good cup of coffee ,[],a daily treat of a good cup of coffee! ,['good cup']
very good value for money.  i purchase these for our executives and visitors.,,PLID41141718,10 September 2019,5,2019-09-10,very good value for money purchase these for our executives and visitors,,1,very good value for money purchase these for our executives and visitors ,['taste'],very good value for money.  i purchase these for our executives and visitors. ,['very good value']
way too strong.,,PLID54753846,27 November 2020,3,2020-11-27,way too strong,,1,way too strong ,[],way too strong. ,[]
have ordered this product many times and each batch has been consistent and superb...definitely rate this better than the original.,,PLID54753846,26 November 2020,5,2020-11-26,have ordered this product many times and each batch has been consistent and superb definitely rate this better than the original,,1,have ordered this product many times and each batch has been consistent and superb definitely rate this better than the original ,[],have ordered this product many times and each batch has been consistent and superb...definitely rate this better than the original. ,[]
tastes just as great as dolce gusto pods!,,PLID54753846,25 December 2019,4,2019-12-25,tastes just as great as dolce gusto pods,,1,tastes just as great as dolce gusto pods ,"['delivery', 'taste']",tastes just as great as dolce gusto pods! ,[]
for the price you cannot beat this product. my particular favourite is the red capsule flavour,,PLID50084565,13 February 2020,5,2020-02-13,for the price you cannot beat this product my particular favourite is the red capsule flavour,,1,for the price you cannot beat this product my particular favourite is the red capsule flavour ,['delivery'],for the price you cannot beat this product. my particular favourite is the red capsule flavour ,[]
delivery was on time and price of product much better than anywhere else.,,PLID50084565,28 January 2020,4,2020-01-28,delivery was on time and price of product much better than anywhere else,,1,delivery was on time and price of product much better than anywhere else ,['delivery'],delivery was on time and price of product much better than anywhere else. ,[]
"very very tasteful and aromatic, definitely worth it",,PLID50084565,28 January 2020,5,2020-01-28,very very tasteful and aromatic definitely worth it,,1,very very tasteful and aromatic definitely worth it ,[],"very very tasteful and aromatic, definitely worth it ",[]
good value for this price.,,PLID50084565,26 January 2020,4,2020-01-26,good value for this price,,1,good value for this price ,[],good value for this price. ,['good value']
great coffee,,PLID50084565,26 January 2020,5,2020-01-26,great coffee,,1,great coffee ,[],great coffee ,['great coffee']
very good coffee and value for money. impressed with their stronger varietals.,,PLID50084565,20 January 2020,4,2020-01-20,very good coffee and value for money impressed with their stronger varietals,,1,very good coffee and value for money impressed with their stronger varietals ,['allergens'],very good coffee and value for money. impressed with their stronger varietals. ,"['strong varietal', 'very good coffee']"
