review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean
works,,PLID40940418,10/12/2020,4,2020-05-20,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,works,
great product to clean your machine,,PLID40940418,10/12/2020,5,2020-05-20,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,great product to clean your machine,
does exactly what the description says,,PLID40940418,10/12/2020,5,2020-05-18,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,does exactly what the description says,
used only once but cleaned all the muck out of my nespresso machine - delighted,,PLID40940418,10/12/2020,4,2020-05-18,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,used only once but cleaned all the muck out of my nespresso machine delighted,
easy to use and very effective,,PLID40940418,10/12/2020,5,2020-05-18,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,easy to use and very effective,
work great. will definitely buy again,,PLID40940418,10/12/2020,5,2020-05-17,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,work great will definitely buy again,
awesome little product,,PLID40940418,10/12/2020,4,2020-05-15,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,awesome little product,
does a good job of cleaning my machine,,PLID40940418,10/12/2020,4,2020-05-10,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,does good job of cleaning my machine,
smelled nice and clean.,,PLID40940418,10/12/2020,5,2020-05-05,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,smelled nice and clean,
great product ,,PLID40940418,10/12/2020,4,2020-05-03,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,great product,
would rate a five if sauces wasn't so hot but i love it anyway.  koreans loves their ramen spicy.,,PLID55083661,10/12/2020,4,2020-08-24,Samyang Hot Chicken Noodle Carbonara,takealot,would rate five if sauces was not so hot but love it anyway koreans loves their ramen spicy,
"very strong, careful with the sauce. good taste.",,PLID55083661,10/12/2020,5,2020-08-24,Samyang Hot Chicken Noodle Carbonara,takealot,very strong careful with the sauce good taste,
favourite,,PLID55083661,10/12/2020,5,2020-08-18,Samyang Hot Chicken Noodle Carbonara,takealot,favourite,
"i bought this for my boyfriend who lives in south africa and here are his exact words for his review on them: ""my girlfriend from canada bought me these noodles and they're amazing c:""",,PLID55083661,10/12/2020,5,2020-08-15,Samyang Hot Chicken Noodle Carbonara,takealot,bought this for my boyfriend who lives in south africa and here are his exact words for his review on them my girlfriend from canada bought me these noodles and they are amazing,
spicy noodle. awesome taste. if you like spicy food consider trying this,,PLID55083661,10/12/2020,5,2020-08-13,Samyang Hot Chicken Noodle Carbonara,takealot,spicy noodle awesome taste if you like spicy food consider trying this,
best noodles money can buy.,,PLID55083661,10/12/2020,5,2020-08-11,Samyang Hot Chicken Noodle Carbonara,takealot,best noodles money can buy,
possibly my favourite flavour. i'm obsessed,,PLID55083661,10/12/2020,5,2020-08-06,Samyang Hot Chicken Noodle Carbonara,takealot,possibly my favourite flavour am obsessed,
"i love the taste of these noodles, its creamy, the heat is also very bearable for someone who does not often eat spicy food. the price is too overrated though",,PLID55083661,10/12/2020,4,2020-08-06,Samyang Hot Chicken Noodle Carbonara,takealot,love the taste of these noodles it is creamy the heat is also very bearable for someone who does not often eat spicy food the price is too overrated though,
great flavour. love the black bean flavour one too but sadly no stock.,,PLID55083661,10/12/2020,5,2020-08-05,Samyang Hot Chicken Noodle Carbonara,takealot,great flavour love the black bean flavour one too but sadly no stock,
absolutely delicious. the rich sweet malted hot chicken flavor is balanced with the creamy cheesy flavor of the carbonara. definitely my favorite.,,PLID55083661,10/12/2020,5,2020-07-26,Samyang Hot Chicken Noodle Carbonara,takealot,absolutely delicious the rich sweet malted hot chicken flavor is balanced with the creamy cheesy flavor of the carbonara definitely my favorite,
best flavour,,PLID55083661,10/12/2020,5,2020-07-17,Samyang Hot Chicken Noodle Carbonara,takealot,best flavour,
"tastes like a fusion of hot korean noodles and carbonara. perfect balance of flavour. if your spice tolerance is not that good, just use a quarter or half the sauce packet.",,PLID55083661,10/12/2020,5,2020-07-10,Samyang Hot Chicken Noodle Carbonara,takealot,tastes like fusion of hot korean noodles and carbonara perfect balance of flavour if your spice tolerance is not that good just use quarter or half the sauce packet,
they came and they taste good,,PLID55083661,10/12/2020,5,2020-07-10,Samyang Hot Chicken Noodle Carbonara,takealot,they came and they taste good,
"great tasting noodles, definitely worth it",,PLID55083661,10/12/2020,5,2020-07-07,Samyang Hot Chicken Noodle Carbonara,takealot,great tasting noodles definitely worth it,
the best samyang noodles. the cheese taste of the carbo is better than the actual cheese flavour one. and the spice on this one is not as strong as the rest of the range. delicious.,,PLID55083661,10/12/2020,5,2020-07-06,Samyang Hot Chicken Noodle Carbonara,takealot,the best samyang noodles the cheese taste of the carbo is better than the actual cheese flavour one and the spice on this one is not as strong as the rest of the range delicious,
"packed nice, taste amazing, gets here fast ",,PLID55083661,10/12/2020,4,2020-07-06,Samyang Hot Chicken Noodle Carbonara,takealot,packed nice taste amazing gets here fast,
absolutely delicious,,PLID55083661,10/12/2020,5,2020-07-02,Samyang Hot Chicken Noodle Carbonara,takealot,absolutely delicious,
"not too spicy, like it",,PLID55083661,10/12/2020,5,2020-06-30,Samyang Hot Chicken Noodle Carbonara,takealot,not too spicy like it,
super spicy,,PLID55083661,10/12/2020,4,2020-06-24,Samyang Hot Chicken Noodle Carbonara,takealot,super spicy,
really delicious and spicy. not as spicy as the other ones but still has a little kick. love it.,,PLID55083661,10/12/2020,5,2020-06-23,Samyang Hot Chicken Noodle Carbonara,takealot,really delicious and spicy not as spicy as the other ones but still has little kick love it,
love this ramen .its the right level of heat,,PLID55083661,10/12/2020,5,2020-06-22,Samyang Hot Chicken Noodle Carbonara,takealot,love this ramen it is the right level of heat,
love these noodles. the best flavour,,PLID55083661,10/12/2020,5,2020-06-14,Samyang Hot Chicken Noodle Carbonara,takealot,love these noodles the best flavour,
delicious and good heat!,,PLID55083661,10/12/2020,5,2020-06-08,Samyang Hot Chicken Noodle Carbonara,takealot,delicious and good heat,
by far the best plant based milk for coffee and cereals. what a great brand and takealot sells it at the cheapest price per liter.,,PLID60570587,10/12/2020,5,2020-04-19,Okja Oat Milk 1 Litre x 12 units,takealot,by far the best plant based milk for coffee and cereals what great brand and takealot sells it at the cheapest price per liter,
"tastes pretty good, works well with tea and cereal. i was impressed with how it froths, but doesn't really work as a replacement for milk in coffee, it kinda tastes like you're watering down coffee with cold water and is the main reason i'm giving this 4 instead of 5. so i do a 50/50 of this and actual milk for my coffee. still want to try baking with it.",,PLID60570587,10/12/2020,4,2020-04-15,Okja Oat Milk 1 Litre x 12 units,takealot,tastes pretty good works we will with tea and cereal was impressed with how it froths but does not really work as replacement for milk in coffee it kinda tastes like you are watering down coffee with cold water and is the main reason am giving this instead of so do of this and actual milk for my coffee still want to try baking with it,
phenomenal non dairy milk alternative,,PLID60570587,10/12/2020,5,2020-04-15,Okja Oat Milk 1 Litre x 12 units,takealot,phenomenal non dairy milk alternative,
great taste and price,,PLID60570587,10/12/2020,4,2020-04-14,Okja Oat Milk 1 Litre x 12 units,takealot,great taste and price,
absolutely in love with okja and their oat milk. it is amazing with coffees. definitely buying again,,PLID60570587,10/12/2020,5,2020-04-14,Okja Oat Milk 1 Litre x 12 units,takealot,absolutely in love with okja and their oat milk it is amazing with coffees definitely buying again,
great neutral taste and a preferred alternative to almond/rice milk.,,PLID60570587,10/12/2020,5,2020-04-14,Okja Oat Milk 1 Litre x 12 units,takealot,great neutral taste and preferred alternative to almondrice milk,
"okja is a great alternative to dairy milk. it is especially good in teas and coffees as it does not split like some brands i have tried. the taste was pretty sweet at first. however, there is no added sugar in the product. the price is great compared to other brands currently on the market. i would highly recommend this brand :)",,PLID60570587,10/12/2020,5,2020-04-14,Okja Oat Milk 1 Litre x 12 units,takealot,okja is great alternative to dairy milk it is especially good in teas and coffees as it does not split like some brands have tried the taste was pretty sweet at first however there is no added sugar in the product the price is great compared to other brands currently on the market would highly recommend this brand,
very yummy but curdles in coffee..,,PLID60570587,10/12/2020,3,2020-04-09,Okja Oat Milk 1 Litre x 12 units,takealot,very yummy but curdles in coffee,
best oat milk out there,,PLID60570587,10/12/2020,5,2020-04-07,Okja Oat Milk 1 Litre x 12 units,takealot,best oat milk out there,
absolutely love this milk alternative!! it's the best tasting one and the most environmentally friendly option as well.,,PLID60570587,10/12/2020,5,2020-04-06,Okja Oat Milk 1 Litre x 12 units,takealot,absolutely love this milk alternative it is the best tasting one and the most environmentally friendly option as we will,
best alternative milk i've tasted. smooth texture. no separation when i leave my coffee / tea standing for a few minutes,,PLID60570587,10/12/2020,5,2020-04-05,Okja Oat Milk 1 Litre x 12 units,takealot,best alternative milk have tasted smooth texture no separation when leave my coffee tea standing for few minutes,
excellent delicious product,,PLID60570587,10/12/2020,5,2020-04-05,Okja Oat Milk 1 Litre x 12 units,takealot,excellent delicious product,
really great product and cheaper than almond milk even though it's imported. much tastier and better replacement for dairy milk,,PLID60570587,10/12/2020,5,2020-04-04,Okja Oat Milk 1 Litre x 12 units,takealot,really great product and cheaper than almond milk even though it is imported much tastier and better replacement for dairy milk,
economically viable as it doesn't expire. great in coffee. not great for cooking but there are other brands,,PLID60570587,10/12/2020,5,2020-04-04,Okja Oat Milk 1 Litre x 12 units,takealot,economically viable as it does not expire great in coffee not great for cooking but there are other brands,
"best oat milk available in sa!! great taste, foams well for flat whites and works well in tea. will definitely buy more.",,PLID60570587,10/12/2020,4,2020-03-31,Okja Oat Milk 1 Litre x 12 units,takealot,best oat milk available in sa great taste foams we will for flat whites and works we will in tea will definitely buy more,
great product.,,PLID60570587,10/12/2020,5,2020-03-29,Okja Oat Milk 1 Litre x 12 units,takealot,great product,
we've just stated using okja oat milk in our cafe (baselinecoffee) & it's getting rave reviews. many of our customers who prefer non-dairy alternatives are moving over from almond milk to okja. happy customer - will continue to buy this product.,,PLID60570587,10/12/2020,5,2020-02-24,Okja Oat Milk 1 Litre x 12 units,takealot,we have just stated using okja oat milk in our cafe baselinecoffee it is getting rave reviews many of our customers who prefer nondairy alternatives are moving over from almond milk to okja happy customer will continue to buy this product,
creamy and delicious!,,PLID60570587,10/12/2020,5,2020-02-23,Okja Oat Milk 1 Litre x 12 units,takealot,creamy and delicious,
delicious,,PLID60570587,10/12/2020,5,2020-02-19,Okja Oat Milk 1 Litre x 12 units,takealot,delicious,
best oat milk ever! thank you!,,PLID60570587,10/12/2020,4,2020-02-05,Okja Oat Milk 1 Litre x 12 units,takealot,best oat milk ever thank you,
the nicest tasting oat milk i have ever tried. perfect with coffee!!,,PLID60570587,10/12/2020,5,2020-01-25,Okja Oat Milk 1 Litre x 12 units,takealot,the nicest tasting oat milk have ever tried perfect with coffee,
delicious alternative to dairy. i run a coffee shop and oat milk is trending.,,PLID60570587,10/12/2020,5,2020-01-22,Okja Oat Milk 1 Litre x 12 units,takealot,delicious alternative to dairy run coffee shop and oat milk is trending,
easy to use,,PLID40940418,10/12/2020,4,2020-04-20,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,easy to use,
great product that is easy quick and easy to use.,,PLID40940418,10/12/2020,5,2020-04-19,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,great product that is easy quick and easy to use,
happy with the product duct,,PLID40940418,10/12/2020,5,2020-04-19,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,happy with the product duct,
love this product,,PLID40940418,10/12/2020,4,2020-04-19,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,love this product,
seems to work easily and efficiently.,,PLID40940418,10/12/2020,4,2020-04-18,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,seems to work easily and efficiently,
great product,,PLID40940418,10/12/2020,4,2020-04-15,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,great product,
works well ,,PLID40940418,10/12/2020,4,2020-03-25,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,works we will,
wish i could descale the amchime too,,PLID40940418,10/12/2020,3,2020-03-04,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,wish could descale the amchime too,
good product.  be careful not to drink the it. :),,PLID40940418,10/12/2020,5,2019-12-03,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,good product be careful not to drink the it,
"worked as expected. 
cleaned my nespresso lattissima touch. ",,PLID40940418,10/12/2020,5,2019-10-31,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,worked as expected cleaned my nespresso lattissima touch,
works very well and felt confident that our machine was clean. ,,PLID40940418,10/12/2020,5,2019-09-18,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,works very we will and felt confident that our machine was clean,
"quick, cost effective and a good cleaning agent for my nespresso machine",,PLID40940418,10/12/2020,4,2019-09-17,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,quick cost effective and good cleaning agent for my nespresso machine,
works well.,,PLID40940418,10/12/2020,4,2019-09-03,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,works we will,
cleans the machine very well,,PLID40940418,10/12/2020,4,2019-06-02,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,cleans the machine very we will,
great product.,,PLID40940418,10/12/2020,4,2019-01-24,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,great product,
the product seems to have worked but upon the second round of cleaning (as per the instructions) the capsule either melted or got vacuumed by the pump and jammed my machines capsule release mechanism - i had to use significant force to release it and could have damaged my machine,,PLID40940418,10/12/2020,2,2019-01-14,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,the product seems to have worked but upon the second round of cleaning as per the instructions the capsule either melted or got vacuumed by the pump and jammed my machines capsule release mechanism had to use significant force to release it and could have damaged my machine,
good!,,PLID40940418,10/12/2020,4,2018-08-24,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,good,
"this product works good to clean the 'spout' of your machine. i bought this however thinking it was also a descaler lol which it is not. i honestly don't taste any difference with my coffee though, but i have peace of mind now that it's atleast clean.",,PLID40940418,10/12/2020,4,2018-05-25,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,this product works good to clean the spout of your machine bought this however thinking it was also descaler lol which it is not honestly do not taste any difference with my coffee though but have peace of mind now that it is atleast clean,
does the job,,PLID40940418,10/12/2020,4,2018-05-14,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,does the job,
"pretty easy to use, much like your normal capsule. follow the instructions, put it in and brew away the sludge. might be allot better than putting vinegar in your water reservoir though. so far the machine performs well are me doing its first clean.",,PLID40940418,10/12/2020,4,2018-04-12,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,pretty easy to use much like your normal capsule follow the instructions put it in and brew away the sludge might be allot better than putting vinegar in your water reservoir though so far the machine performs we will are me doing it is first clean,
works as advertised evidenced by the muck it removes. will buy this regularly.,,PLID40940418,10/12/2020,5,2018-03-22,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,works as advertised evidenced by the muck it removes will buy this regularly,
very good quality.,,PLID40940418,10/12/2020,5,2018-02-06,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,very good quality,
"don't work well at all on nespresso machine.......capsule melts and gets stuck, so not compatible!",,PLID40940418,10/12/2020,1,2017-10-03,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,do not work we will at all on nespresso machinecapsule melts and gets stuck so not compatible,
not nice. noodles have the texture of foam.,,PLID55083661,10/12/2020,1,2020-06-01,Samyang Hot Chicken Noodle Carbonara,takealot,not nice noodles have the texture of foam,
the best noodles with lots of flavor,,PLID55083661,10/12/2020,5,2020-05-31,Samyang Hot Chicken Noodle Carbonara,takealot,the best noodles with lots of flavor,
tasty product but on the pricey side.,,PLID55083661,10/12/2020,4,2020-05-30,Samyang Hot Chicken Noodle Carbonara,takealot,tasty product but on the pricey side,
this ramen has ruined regular noodles for me ... i'm obsessed with it ... worth every penny indeed,,PLID55083661,10/12/2020,5,2020-05-29,Samyang Hot Chicken Noodle Carbonara,takealot,this ramen has ruined regular noodles for me am obsessed with it worth every penny indeed,
by far my favorite flavor - i will be buying these again.,,PLID55083661,10/12/2020,5,2020-05-29,Samyang Hot Chicken Noodle Carbonara,takealot,by far my favorite flavor will be buying these again,
fantastic product. it is very hot and very tasty.,,PLID55083661,10/12/2020,5,2020-05-25,Samyang Hot Chicken Noodle Carbonara,takealot,fantastic product it is very hot and very tasty,
these are yummy.,,PLID55083661,10/12/2020,4,2020-05-23,Samyang Hot Chicken Noodle Carbonara,takealot,these are yummy,
delicious. not too spicey. good cheesy flavour,,PLID55083661,10/12/2020,4,2020-05-23,Samyang Hot Chicken Noodle Carbonara,takealot,delicious not too spicey good cheesy flavour,
absolutely delicious! not for people sensitive to heat.,,PLID55083661,10/12/2020,5,2020-05-22,Samyang Hot Chicken Noodle Carbonara,takealot,absolutely delicious not for people sensitive to heat,
very flavorful but very spicy - i dont use the whole hot sauce packet because i'm too white for that kind of spiciness.,,PLID55083661,10/12/2020,4,2020-05-20,Samyang Hot Chicken Noodle Carbonara,takealot,very flavorful but very spicy do not use the whole hot sauce packet because am too white for that kind of spiciness,
best noodles in the game,,PLID55083661,10/12/2020,5,2020-05-18,Samyang Hot Chicken Noodle Carbonara,takealot,best noodles in the game,
yummy...that is all i can say,,PLID55083661,10/12/2020,5,2020-02-29,Samyang Hot Chicken Noodle Carbonara,takealot,yummythat is all can say,
my fav,,PLID55083661,10/12/2020,5,2020-02-26,Samyang Hot Chicken Noodle Carbonara,takealot,my fav,
its really good if you like hot stuff. without the hot sauce its kind off bland so would not recommend if you have sensitive taste buds,,PLID55083661,10/12/2020,4,2020-02-18,Samyang Hot Chicken Noodle Carbonara,takealot,it is really good if you like hot stuff without the hot sauce it is kind off bland so would not recommend if you have sensitive taste buds,
"good noodles, just the right amount of spice.",,PLID55083661,10/12/2020,4,2020-02-16,Samyang Hot Chicken Noodle Carbonara,takealot,good noodles just the right amount of spice,
"these are good..i don't know how some people are able to empty the entire hot sauce packet into their noodles,a teaspoon is enough for me and the chewiness of the noodles distracts my tastebuds a bit from the heat.",,PLID55083661,10/12/2020,3,2020-02-10,Samyang Hot Chicken Noodle Carbonara,takealot,these are goodi do not know how some people are able to empty the entire hot sauce packet into their noodlesa teaspoon is enough for me and the chewiness of the noodles distracts my tastebuds bit from the heat,
love da cheese,,PLID55083661,10/12/2020,5,2020-01-16,Samyang Hot Chicken Noodle Carbonara,takealot,love da cheese,
absolutely yummy! love these authentic korean noodles!,,PLID55083661,10/12/2020,5,2020-01-07,Samyang Hot Chicken Noodle Carbonara,takealot,absolutely yummy love these authentic korean noodles,
this is extremely tasty. the cheese and hot sauce combination is awesome. i love it,,PLID55083661,10/12/2020,5,2020-01-01,Samyang Hot Chicken Noodle Carbonara,takealot,this is extremely tasty the cheese and hot sauce combination is awesome love it,
this is definitely one of the best oat milks i have tasted.,,PLID60570587,10/12/2020,5,2020-01-04,Okja Oat Milk 1 Litre x 12 units,takealot,this is definitely one of the best oat milks have tasted,
the product leaves an oily residue on my tongue . the product tastes intensely sweet,,PLID60570587,10/12/2020,4,2020-01-02,Okja Oat Milk 1 Litre x 12 units,takealot,the product leaves an oily residue on my tongue the product tastes intensely sweet,
"good product, cleaned my roach infested coffee machine just fine. would recommend ",,PLID40940418,10/12/2020,4,2017-09-07,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,good product cleaned my roach infested coffee machine just fine would recommend,
works nicely... had no problem using it and there was no after taste in my coffee...,,PLID40940418,10/12/2020,4,2016-12-12,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,works nicely had no problem using it and there was no after taste in my coffee,
great variety quality at a great price.,,PLID40940418,10/12/2020,5,2016-07-25,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,great variety quality at great price,
excellent product,,PLID40940418,10/12/2020,5,2016-07-20,Caffenu - Cleaning Capsules Compatible With Nespresso,takealot,excellent product,
"a decent blend. not the best coffee i've ever had, but it does the job.",,PLID48276449,10/12/2020,4,2020-08-26,Tribe Coffee - Mother Africa Blend Ground - 1kg,takealot,decent blend not the best coffee have ever had but it does the job,
the coffee i bought was expired... it smelled awesome though. i returned mine,,PLID48276449,10/12/2020,3,2020-02-26,Tribe Coffee - Mother Africa Blend Ground - 1kg,takealot,the coffee bought was expired it smelled awesome though returned mine,
"thank you! probably the best coffee i've had in a longtime! 
would definitely recommend this to a friend.",,PLID44898015,10/12/2020,5,2017-06-07,JogaJoga Cafe Brazilian Filter Ground 250g (100% Arabica),takealot,thank you probably the best coffee have had in longtime would definitely recommend this to friend,
incredibly bland taste. checked the date and expiring in a few days. will never order coffee on takealot again.,,PLID45505221,10/12/2020,1,2020-03-24,Guatemala SHB EP - Ground 250g,takealot,incredibly bland taste checked the date and expiring in few days will never order coffee on takealot again,
a bit too sweet.,,PLID46854949,10/12/2020,3,2020-08-13,Chilla  Swiss Hot Chocolate  250g,takealot,bit too sweet,
this tastes like paris inspired hot chocolate. rich and delightful,,PLID46854949,10/12/2020,5,2020-07-26,Chilla  Swiss Hot Chocolate  250g,takealot,this tastes like paris inspired hot chocolate rich and delightful,
creamy and chocolatety. very good,,PLID46854949,10/12/2020,5,2020-04-09,Chilla  Swiss Hot Chocolate  250g,takealot,creamy and chocolatety very good,
definitely the best hot chocolate i  have ever tasted,,PLID46854949,10/12/2020,5,2017-09-25,Chilla  Swiss Hot Chocolate  250g,takealot,definitely the best hot chocolate have ever tasted,
"highly pleased with this purchase: well packaged - product was fresh, great quality bean with fine coffee taste.",,PLID53505483,10/12/2020,4,2020-06-20,Strictly Coffee - India Plantation Beans - 250g,takealot,highly pleased with this purchase we will packaged product was fresh great quality bean with fine coffee taste,
this is my least favorite of the strictly brand. the coffee flavor was too weak and bland for my taste. i recommend trying the other coffees of the same brand as i liked them more. ,,PLID53505483,10/12/2020,2,2019-09-25,Strictly Coffee - India Plantation Beans - 250g,takealot,this is my least favorite of the strictly brand the coffee flavor was too weak and bland for my taste recommend trying the other coffees of the same brand as liked them more,
great tasting coffee. really happy with the bru range of flavours,,PLID42975697,10/12/2020,5,2018-04-10,Nicaragua 1kg Single Origin Coffee Beans - BRU Coffee Roasters,takealot,great tasting coffee really happy with the bru range of flavours,
worst quality i have ever seen.  all the beans are burnt to the core and very very bitter.,,PLID42975697,10/12/2020,1,2017-09-04,Nicaragua 1kg Single Origin Coffee Beans - BRU Coffee Roasters,takealot,worst quality have ever seen all the beans are burnt to the core and very very bitter,
this pan is very good quality and the beans are delicious. would appreciate instructions but they are available on the website.,,PLID40649469,10/12/2020,5,2020-05-30,Ryo Coffee Roasting Set ,takealot,this pan is very good quality and the beans are delicious would appreciate instructions but they are available on the website,
"all items of this product were of high quality. roasting instructions were missing, but they can be found on the company website.",,PLID40649469,10/12/2020,5,2020-01-24,Ryo Coffee Roasting Set ,takealot,all items of this product we are of high quality roasting instructions we are missing but they can be found on the company website,
great buy for coffee lovers,,PLID40649469,10/12/2020,5,2019-12-17,Ryo Coffee Roasting Set ,takealot,great buy for coffee lovers,
"awesome product, very cool to roast your own.  ",,PLID40649469,10/12/2020,5,2019-10-22,Ryo Coffee Roasting Set ,takealot,awesome product very cool to roast your own,
"not the best flavoured coffee bean purchase i've ever made..super subtle. not sure if the weak taste was because the coffee perhaps wasn't as fresh as it could have been (when i received my kilogram there was like 3 weeks before the expiry date)?  

for this price, for this taste... 3 stars.",,PLID41212991,10/12/2020,3,2017-11-13,Titanium Coffee Hazelnut Beans 1Kg,takealot,not the best flavoured coffee bean purchase have ever madesuper subtle not sure if the weak taste was because the coffee perhaps was not as fresh as it could have been when received my kilogram there was like weeks before the expiry date for this price for this taste stars,
"good quality for the price
nice bag that can seal
",,PLID53505465,10/12/2020,4,2020-08-31,Strictly Coffee - Indonesia Beans - 1kg,takealot,good quality for the price nice bag that can seal,
"delicious coffee at an excellent price, very good value for money!",,PLID53505465,10/12/2020,5,2019-10-19,Strictly Coffee - Indonesia Beans - 1kg,takealot,delicious coffee at an excellent price very good value for money,
delicious well-balanced everyday drinking coffee,,PLID38531809,10/12/2020,5,2020-08-26,Caffe Costadoro Arabica Coffee Beans - 1kg,takealot,delicious wellbalanced everyday drinking coffee,
very good strong flavour,,PLID38531809,10/12/2020,5,2020-05-20,Caffe Costadoro Arabica Coffee Beans - 1kg,takealot,very good strong flavour,
"good coffee, great smell!",,PLID65625329,10/12/2020,4,2020-05-16,Caffeluxe Coffee Beans Single Origin Medium - Dark Roast - 1kg,takealot,good coffee great smell,
lovely tasting coffee,,PLID45018923,10/12/2020,4,2020-10-28,Caffe Molinari - Oro Beans - 500g,takealot,lovely tasting coffee,
"best coffee so far, smooth and a perfect way to start the day.",,PLID45018923,10/12/2020,5,2020-06-20,Caffe Molinari - Oro Beans - 500g,takealot,best coffee so far smooth and perfect way to start the day,
"great taste, unique smooth blend of coffee. perfect coffee for the perfect moment.",,PLID45018923,10/12/2020,5,2020-01-22,Caffe Molinari - Oro Beans - 500g,takealot,great taste unique smooth blend of coffee perfect coffee for the perfect moment,
"what more can one ask for than good coffee? all round, a very good coffee. we bought 3x blends, in beans as well as ground. all good, including packaging. home smells lovely!",,PLID45018923,10/12/2020,5,2018-11-20,Caffe Molinari - Oro Beans - 500g,takealot,what more can one ask for than good coffee all round very good coffee we bought blends in beans as we will as ground all good including packaging home smells lovely,
my new favourite coffee,,PLID53505414,10/12/2020,4,2020-04-06,Strictly Coffee - Ethiopia Sidamo Ground - 250g,takealot,my new favourite coffee,
it's pretty good. could be a little stronger.,,PLID53505428,10/12/2020,4,2020-10-02,Strictly Coffee - Jackson Brown Blend Ground - 1kg,takealot,it is pretty good could be little stronger,
"a lovely way to start the day. stronger than most blends i have had, which is more to my liking.",,PLID53505428,10/12/2020,5,2020-07-17,Strictly Coffee - Jackson Brown Blend Ground - 1kg,takealot,lovely way to start the day stronger than most blends have had which is more to my liking,
"excellent coffee - our favourite, in fact. well presented, fresh and full of flavour.",,PLID53505428,10/12/2020,5,2019-10-02,Strictly Coffee - Jackson Brown Blend Ground - 1kg,takealot,excellent coffee our favourite in fact we will presented fresh and full of flavour,
avoid buying this coffee. after many attempts with different amounts of coffee and brewing time it always ended up tasting sour.,,PLID53505426,10/12/2020,1,2020-04-20,Strictly Coffee - House Blend Ground - 250g,takealot,avoid buying this coffee after many attempts with different amounts of coffee and brewing time it always ended up tasting sour,
perfect response and you are to be trusted.,,PLID53505437,10/12/2020,5,2020-05-25,Strictly Coffee - American Blend Beans - 250g,takealot,perfect response and you are to be trusted,
great taste. my family is italian. we love coffee. molinari is a verry good taste italian coffee will buy more of that brand . this espresso is strong,,PLID45018922,10/12/2020,5,2020-06-08,Caffe Molinari - Espresso Coffee Beans - 500g,takealot,great taste my family is italian we love coffee molinari is verry good taste italian coffee will buy more of that brand this espresso is strong,
very dissapointing. product was produced more than an year ago. no body and the flavour and aroma is non existent.,,PLID45018922,10/12/2020,1,2020-04-05,Caffe Molinari - Espresso Coffee Beans - 500g,takealot,very dissapointing product was produced more than an year ago no body and the flavour and aroma is non existent,
"good quality. it has a different taste, which reminds me taste of turkish coffee imho.",,PLID45018922,10/12/2020,4,2019-10-30,Caffe Molinari - Espresso Coffee Beans - 500g,takealot,good quality it has different taste which reminds me taste of turkish coffee imho,
excellent espresso,,PLID38531808,10/12/2020,5,2020-11-19,Caffe Costadoro Espresso Coffee Beans - 1kg,takealot,excellent espresso,
excellent taste,,PLID38531808,10/12/2020,5,2020-05-20,Caffe Costadoro Espresso Coffee Beans - 1kg,takealot,excellent taste,
received it on 26/09/2019 and it was roasted on the 16/01/2019. not the best product if you are looking for fresh coffee.,,PLID53505444,10/12/2020,2,2019-09-26,Strictly Coffee - Colombia Ground - 1kg,takealot,received it on and it was roasted on the not the best product if you are looking for fresh coffee,
