content,country,crawl_date,date,enseigneID,enseigneName,productName,product_id,product_rating_average,product_rating_count,rating
One of the best tasting decaf coffees I had in a long time.,UK,10/12/2020,21 June 2020,1,takealot,Sprada - Bern Decaffeinated Coffee Beans - 250g,PLID38307749,4.0/5,5,4.0/5
Really enjoyed this coffees fresh flavour,UK,10/12/2020,24 September 2019,1,takealot,Sprada - Bern Decaffeinated Coffee Beans - 250g,PLID38307749,4.0/5,5,4.0/5
Baie leker kofie ,UK,10/12/2020,23 September 2019,1,takealot,Sprada - Bern Decaffeinated Coffee Beans - 250g,PLID38307749,4.0/5,5,4.0/5
Really good flavour. Being decaffeinated does not detract from the depth of taste presented by the beans either as espresso or latte.,UK,10/12/2020,19 July 2016,1,takealot,Sprada - Bern Decaffeinated Coffee Beans - 250g,PLID38307749,4.0/5,5,4.0/5
great,UK,10/12/2020,27 October 2020,1,takealot,Sprada - House Blend Coffee Beans - 1kg,PLID38307746,4.5/5,2,4.0/5
Delicious,UK,10/12/2020,28 September 2019,1,takealot,Sprada - House Blend Coffee Beans - 1kg,PLID38307746,4.5/5,2,5.0/5
Excellent coffee ,UK,10/12/2020,16 October 2019,1,takealot,Strictly Coffee - Uganda Beans - 1kg,PLID53505453,5.0/5,1,5.0/5
"Really smooth, no bitterness. Suprisingly lovely. Strong hints of chocolate. Will be buying it again.",UK,10/12/2020,13 June 2020,1,takealot,Strictly Coffee - India Plantation Ground - 250g,PLID53505484,5.0/5,3,5.0/5
"This is good, doesn't quite taste the same as I had in India, but there could be a number of reasons for that including poor memory.",UK,10/12/2020,18 April 2020,1,takealot,Strictly Coffee - India Plantation Ground - 250g,PLID53505484,5.0/5,3,5.0/5
"It's different from anything I've tasted before.  I wasn't sure about it when I drank the first cup, but now I love it.  I'm so pleased I bought two bags, so I get to enjoy it for longer.  ",UK,10/12/2020,13 October 2019,1,takealot,Strictly Coffee - India Plantation Ground - 250g,PLID53505484,5.0/5,3,5.0/5
Good quality coffee,UK,10/12/2020,4 November 2019,1,takealot,Craft Coffee - Craft House Blend Ground - 250g,PLID52619097,3.0/5,1,3.0/5
A very good coffee at the price. Full-bodied.,UK,10/12/2020,13 September 2020,1,takealot,African Roasters - 1kg True South Coffee Beans,PLID52348472,5.0/5,2,5.0/5
"Great Flavour, well priced.",UK,10/12/2020,12 May 2020,1,takealot,African Roasters - 1kg True South Coffee Beans,PLID52348472,5.0/5,2,5.0/5
Great beans!,UK,10/12/2020,5 September 2020,1,takealot,Captain Kirwin's Organic Coffee - 1kg Beans,PLID55547796,5.0/5,2,5.0/5
This one is a winner.,UK,10/12/2020,9 August 2020,1,takealot,Captain Kirwin's Organic Coffee - 1kg Beans,PLID55547796,5.0/5,2,5.0/5
"This is my favourite coffee bean. Tastes great, you really get the toffee flavours coming through in an espresso. Only reason it scores only 4 stars is because the beans are too old when ordered here. Nothing as old as stuff you get in supermarkets, but still if you order online at boutique roasters you pay more for the same thing but it reaches you after roast date and you taste the difference...",UK,10/12/2020,1 August 2019,1,takealot,Bean There Rwanda Musasa Coffee - 1kg - Beans,PLID52034833,4.0/5,1,4.0/5
Very good coffee,UK,10/12/2020,27 August 2020,1,takealot,Forza No3 - 4 Types of 100% Arabica Coffee in One Blend 500gm,PLID56057596,5.0/5,2,5.0/5
The best ever,UK,10/12/2020,14 March 2020,1,takealot,Forza No3 - 4 Types of 100% Arabica Coffee in One Blend 500gm,PLID56057596,5.0/5,2,5.0/5
"This is the best decafe ,I have ever had .",UK,10/12/2020,29 July 2017,1,takealot,Colombia Decaff CO2 - Beans 250g,PLID45505224,5.0/5,1,5.0/5
Disaster. Well beyond best by date. Roasted over 4 months ago. I should have been informed of this. Their advert states freshly roasted. Will not buy again and not recommend to anyone. Dishonest.,UK,10/12/2020,16 September 2020,1,takealot,Strictly Coffee - Brazil Beans - 1kg,PLID53505439,2.7/5,3,1.0/5
This coffee is too weak for me. Maybe I should have checked but if you like strong coffee this definitely not the one,UK,10/12/2020,30 April 2020,1,takealot,Strictly Coffee - Brazil Beans - 1kg,PLID53505439,2.7/5,3,2.0/5
Excellent coffee ,UK,10/12/2020,16 October 2019,1,takealot,Strictly Coffee - Brazil Beans - 1kg,PLID53505439,2.7/5,3,5.0/5
really good coffee,UK,10/12/2020,21 July 2020,1,takealot,Captain Kirwin's Organic Coffee - 250g Beans Decaf,PLID55547793,4.5/5,2,4.0/5
She swears by this decaf stuff in her bean to cup,UK,10/12/2020,4 May 2020,1,takealot,Captain Kirwin's Organic Coffee - 250g Beans Decaf,PLID55547793,4.5/5,2,5.0/5
A great everyday ground coffee suitable for use in a plunger. I enjoy all Strictly Coffee's products because I know they are a fresh and blended consistently and with a love of coffee.,UK,10/12/2020,2 October 2020,1,takealot,Strictly Coffee - House Blend Ground - 1kg,PLID53505424,5.0/5,1,5.0/5
We are enjoying this coffee - nice ‘anytime drinking‘ coffee with nice smooth taste. I’d recommend it.,UK,10/12/2020,26 June 2020,1,takealot,Strictly Coffee - American Blend Ground - 1kg,PLID53505436,4.0/5,2,4.0/5
Good coffee. Not strong though so you have to use more scoops in a coffee machine.,UK,10/12/2020,3 February 2020,1,takealot,Strictly Coffee - American Blend Ground - 1kg,PLID53505436,4.0/5,2,4.0/5
Amazing taste,UK,10/12/2020,18 April 2020,1,takealot,Strictly Coffee - African Blend Beans - 1kg,PLID53505431,4.0/5,2,4.0/5
A delicious full-bodied and earthy coffee with soft fruits and chocolate flavours. Slightly smokey,UK,10/12/2020,16 September 2019,1,takealot,Strictly Coffee - African Blend Beans - 1kg,PLID53505431,4.0/5,2,4.0/5
"Product never arrived, I was never notified that the order was cancelled, and I had to chase to get my money back. REALLY not impressed. ",UK,10/12/2020,18 March 2019,1,takealot,Titanium Coffee Turkish Ground 1Kg,PLID41212978,1.0/5,1,1.0/5
It is so nice to have this treat at home.  The taste is delicious! ,UK,10/12/2020,24 November 2020,1,takealot,Chilla  French Vanilla Hot Chocolate Latte 250g,PLID46854948,4.3/5,6,5.0/5
"Absolutely delicious! Smooth and creamy, will buy again.",UK,10/12/2020,12 August 2020,1,takealot,Chilla  French Vanilla Hot Chocolate Latte 250g,PLID46854948,4.3/5,6,5.0/5
"WRONG ITEMS DELIVERED! BEEN A MISSION TO RETURN WRONG ITEMS DELIVERED, NO SUCCESS!",UK,10/12/2020,4 July 2020,1,takealot,Chilla  French Vanilla Hot Chocolate Latte 250g,PLID46854948,4.3/5,6,1.0/5
Delicious combo of coffee and what chocolate,UK,10/12/2020,9 April 2020,1,takealot,Chilla  French Vanilla Hot Chocolate Latte 250g,PLID46854948,4.3/5,6,5.0/5
Lekker stuff,UK,10/12/2020,30 September 2019,1,takealot,Chilla  French Vanilla Hot Chocolate Latte 250g,PLID46854948,4.3/5,6,5.0/5
"It’s like having a coffee shop at home, delicious and highly recommended",UK,10/12/2020,25 September 2017,1,takealot,Chilla  French Vanilla Hot Chocolate Latte 250g,PLID46854948,4.3/5,6,5.0/5
Very good coffee with just the right acidity and bitterness and will be repurchased.,UK,10/12/2020,4 December 2020,1,takealot,Heavenly Coffees - Kenya Blue Mountain Triple Pack - 3x250g Coffee Beans,PLID69359774,5.0/5,1,5.0/5
"I normally use Woolworths Kilimanjaro beans which I like. Unfortunately, I didnt like the flavour of these beans, however I know that it's all down to personal taste",UK,10/12/2020,9 June 2020,1,takealot,Strictly Coffee - Ethiopia Sidamo Beans - 250g,PLID53505413,2.0/5,1,2.0/5
Really good coffee. Strong... Also nice to mix with other coffee beans.,UK,10/12/2020,12 July 2020,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,5.0/5
"Wow, what excellent coffee at a brilliant price. I would expect such premium product to be more expensive. This is a blend of robusto and arabica - nice and strong for good espresso. Also tried the ORO (gold blend) - smooth and creamy. Imported from Modena Italy - excellent",UK,10/12/2020,30 June 2020,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,5.0/5
This coffee is great. we've ordered it a few times now.,UK,10/12/2020,1 June 2020,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,5.0/5
"Not as robust as the last coffe I bought , but not to bad at all",UK,10/12/2020,13 May 2020,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,3.0/5
Nice Italian coffee. Good quality! ,UK,10/12/2020,9 February 2020,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,4.0/5
Very nice flavour,UK,10/12/2020,3 December 2019,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,5.0/5
This is coffee....!,UK,10/12/2020,15 March 2019,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,5.0/5
"What more can one ask for than good coffee? All round, a very good coffee. We bought 3x blends, in beans as well as ground. All good, including packaging. Home smells lovely!",UK,10/12/2020,20 November 2018,1,takealot,Caffe Molinari - Rossa Beans - 500g,PLID45018920,4.6/5,8,5.0/5
Good Coffee for a fair price,UK,10/12/2020,8 July 2020,1,takealot,Coffee Unplugged Colombian Decaf - 1kg Coffee Beans,PLID69232286,4.0/5,1,4.0/5
Great flavour for a decaf coffee!,UK,10/12/2020,20 October 2020,1,takealot,Strictly Coffee - Decaf Colombia Beans - 250g,PLID53505449,4.0/5,1,4.0/5
Gentle comforting brew. One of the best decaf I have had,UK,10/12/2020,28 May 2020,1,takealot,Strictly Coffee - Decaf Colombia Ground - 1kg,PLID53505448,4.0/5,2,4.0/5
Good strong coffee taste,UK,10/12/2020,9 October 2019,1,takealot,Strictly Coffee - Decaf Colombia Ground - 1kg,PLID53505448,4.0/5,2,4.0/5
"This coffee is delicious, strong aroma and smooth taste if prepared correctly, people tend to not know how to prepare ground coffee correctly and leave bad reviews based on their own lack of technique",UK,10/12/2020,2 October 2020,1,takealot,Strictly Coffee - Colombia Ground - 250g,PLID53505446,3.5/5,6,5.0/5
Nice,UK,10/12/2020,9 September 2020,1,takealot,Strictly Coffee - Colombia Ground - 250g,PLID53505446,3.5/5,6,4.0/5
looooove this coffee ,UK,10/12/2020,17 August 2020,1,takealot,Strictly Coffee - Colombia Ground - 250g,PLID53505446,3.5/5,6,4.0/5
Not good,UK,10/12/2020,26 May 2020,1,takealot,Strictly Coffee - Colombia Ground - 250g,PLID53505446,3.5/5,6,1.0/5
Best coffee I had in years. Smooth finish with great aroma! Will definitely get this again,UK,10/12/2020,19 April 2020,1,takealot,Strictly Coffee - Colombia Ground - 250g,PLID53505446,3.5/5,6,5.0/5
The flavour is a little disappointing,UK,10/12/2020,26 February 2019,1,takealot,Strictly Coffee - Colombia Ground - 250g,PLID53505446,3.5/5,6,2.0/5
Very good taste and beans fresh aroma,UK,10/12/2020,24 August 2020,1,takealot,No1 Houseblend - 500g Coffee Beans,PLID69231774,4.0/5,1,4.0/5
Good quality and great taste .,UK,10/12/2020,10 May 2020,1,takealot,Bean There Burundi Kayanza Coffee - 1kg - Beans,PLID52034834,4.0/5,1,4.0/5
"great product, pure strong flavours",UK,10/12/2020,23 August 2020,1,takealot,Craft Coffee - Westbury Blend Ground - 250g,PLID52619105,4.0/5,6,5.0/5
It tasted like chicory,UK,10/12/2020,17 August 2020,1,takealot,Craft Coffee - Westbury Blend Ground - 250g,PLID52619105,4.0/5,6,1.0/5
"I'm not a coffee aficionado or anything, there is so much to choose from, but I would definitely go for this again. Really enjoyed it.",UK,10/12/2020,27 May 2020,1,takealot,Craft Coffee - Westbury Blend Ground - 250g,PLID52619105,4.0/5,6,4.0/5
Tastes good.,UK,10/12/2020,4 April 2020,1,takealot,Craft Coffee - Westbury Blend Ground - 250g,PLID52619105,4.0/5,6,5.0/5
Fruity flavor. Pleasantly surprised. ,UK,10/12/2020,30 March 2020,1,takealot,Craft Coffee - Westbury Blend Ground - 250g,PLID52619105,4.0/5,6,4.0/5
LEKKERRR!,UK,10/12/2020,20 November 2019,1,takealot,Craft Coffee - Westbury Blend Ground - 250g,PLID52619105,4.0/5,6,5.0/5
I can't start my day without this. The packaging too is eco friendly with no plastic.,UK,10/12/2020,12 July 2020,1,takealot,Tribe Coffee - It's A House Blend Ground - 1kg,PLID48276447,5.0/5,1,5.0/5
"Very good aroma, but it is like Turkish coffee, very fine. The coffee block my espresso filter and the coffee that is filtered is contaminated with a fine powder residue
. Not nice",UK,10/12/2020,1 September 2020,1,takealot,Brazil Barbosa Gold - Ground 250g,PLID45505217,4.0/5,4,1.0/5
Well roasted Blend,UK,10/12/2020,1 May 2018,1,takealot,Brazil Barbosa Gold - Ground 250g,PLID45505217,4.0/5,4,5.0/5
Super aromatic blend,UK,10/12/2020,7 December 2017,1,takealot,Brazil Barbosa Gold - Ground 250g,PLID45505217,4.0/5,4,5.0/5
yummy,UK,10/12/2020,16 November 2017,1,takealot,Brazil Barbosa Gold - Ground 250g,PLID45505217,4.0/5,4,5.0/5
It is good coffee,UK,10/12/2020,17 June 2020,1,takealot,Coffee Unplugged Colombian Bucamaranga - 1Kg Beans,PLID44018161,4.7/5,3,5.0/5
Good quality. Taste not the best.,UK,10/12/2020,23 February 2020,1,takealot,Coffee Unplugged Colombian Bucamaranga - 1Kg Beans,PLID44018161,4.7/5,3,4.0/5
awesome bean,UK,10/12/2020,7 December 2017,1,takealot,Coffee Unplugged Colombian Bucamaranga - 1Kg Beans,PLID44018161,4.7/5,3,5.0/5
"Rich and tasty coffee - just love it!
",UK,10/12/2020,30 November 2020,1,takealot,Delish Coffee Roastery - Oh So Delish Filter Blend - 1kg Beans,PLID69412774,5.0/5,2,5.0/5
My new favourite coffee! Service was excellent too. Looking forward to ordering again soon.,UK,10/12/2020,26 August 2020,1,takealot,Delish Coffee Roastery - Oh So Delish Filter Blend - 1kg Beans,PLID69412774,5.0/5,2,5.0/5
"A medium-dark roast coffee that delivers. Smells good, has a strong taste without being flat, burnt or too bitter. It should be awesome for all types of brewing; I had a decent cup using pour-over.",UK,10/12/2020,7 July 2020,1,takealot,Avanti Coffee - Our Original Blend - 250g Beans,PLID68852368,4.0/5,1,4.0/5
Totally delicious coffee. Rich complex tastes. Going to try the decaf now and will definitely be re ordering this.,UK,10/12/2020,3 August 2020,1,takealot,Brazil Barbosa Gold - Beans 250g,PLID45505216,4.6/5,7,5.0/5
A lovely blend!,UK,10/12/2020,19 July 2020,1,takealot,Brazil Barbosa Gold - Beans 250g,PLID45505216,4.6/5,7,5.0/5
Delicious rich tasting coffee,UK,10/12/2020,23 February 2020,1,takealot,Brazil Barbosa Gold - Beans 250g,PLID45505216,4.6/5,7,4.0/5
Not our taste...,UK,10/12/2020,14 December 2019,1,takealot,Brazil Barbosa Gold - Beans 250g,PLID45505216,4.6/5,7,3.0/5
"This coffee was great, very rich and bold flavor but well balanced and not too acidic. ",UK,10/12/2020,25 September 2019,1,takealot,Brazil Barbosa Gold - Beans 250g,PLID45505216,4.6/5,7,5.0/5
Amazing coffee... Excellent taste ,UK,10/12/2020,26 March 2019,1,takealot,Brazil Barbosa Gold - Beans 250g,PLID45505216,4.6/5,7,5.0/5
The beans are fresh and aromatic. The coffee is a delicious light and fragrant roast and not dark and bitter.,UK,10/12/2020,11 January 2019,1,takealot,Brazil Barbosa Gold - Beans 250g,PLID45505216,4.6/5,7,5.0/5
"Kenyan beans are my favourite, light nutty brown in colour and fruity tasting. These definitely tick the boxes I'm looking for in freshly roasted beans. Very happy that there is a roast date included on the packaging, something a lot of other South African roasters don't provide. I will definitely be buying again.",UK,10/12/2020,31 May 2020,1,takealot,Strictly Coffee - Kenya Beans - 250g,PLID53505463,5.0/5,1,5.0/5
Very good product Our favourite coffee Good value for money,UK,10/12/2020,16 August 2020,1,takealot,Strictly Coffee - Nicaragua Beans - 1kg,PLID53505477,5.0/5,1,5.0/5
Kayrin decaf coffee beans and ground coffee gives you the satisfying coffee taste without the caffeine. I have never been dissatisfied ppointed with this brand and my entire family loves the taste and quality. This product gets all thumbs up! ,UK,10/12/2020,9 November 2020,1,takealot,Colombia Decaff CO2 - Ground 1kg,PLID45505211,4.7/5,3,5.0/5
Finally a decaf that tastes like coffee.,UK,10/12/2020,1 September 2020,1,takealot,Colombia Decaff CO2 - Ground 1kg,PLID45505211,4.7/5,3,5.0/5
Good Tasting Decaf,UK,10/12/2020,29 December 2019,1,takealot,Colombia Decaff CO2 - Ground 1kg,PLID45505211,4.7/5,3,4.0/5
"very happy with this coffee
",UK,10/12/2020,21 October 2020,1,takealot,Heavenly Coffees - Angel's Brew Value Pack - 3x1kg Coffee Beans,PLID69359762,5.0/5,1,5.0/5
"Coffee was a gift didnt taste it, but smells devine ",UK,10/12/2020,18 September 2020,1,takealot,Craft Coffee - Marshalltown Filter Blend Ground - 250g,PLID52619099,4.6/5,7,4.0/5
"Great product, pure strong flavours",UK,10/12/2020,23 August 2020,1,takealot,Craft Coffee - Marshalltown Filter Blend Ground - 250g,PLID52619099,4.6/5,7,5.0/5
"Good, but I prefer my coffee a tad stronger.",UK,10/12/2020,6 August 2020,1,takealot,Craft Coffee - Marshalltown Filter Blend Ground - 250g,PLID52619099,4.6/5,7,3.0/5
"I like my coffee black so I prefer light to medium roasts, such as this product. Good coffee with hints of sweetness and citrus.",UK,10/12/2020,2 August 2020,1,takealot,Craft Coffee - Marshalltown Filter Blend Ground - 250g,PLID52619099,4.6/5,7,5.0/5
"One of the best coffees I have had ever, hands down. Love it!",UK,10/12/2020,22 June 2020,1,takealot,Craft Coffee - Marshalltown Filter Blend Ground - 250g,PLID52619099,4.6/5,7,5.0/5
I am no coffee exspurt but it is a nice coffee not to strong,UK,10/12/2020,14 June 2020,1,takealot,Craft Coffee - Marshalltown Filter Blend Ground - 250g,PLID52619099,4.6/5,7,5.0/5
Love the taste!,UK,10/12/2020,15 January 2020,1,takealot,Craft Coffee - Marshalltown Filter Blend Ground - 250g,PLID52619099,4.6/5,7,5.0/5
"Weak, not full bodied. Disappointing. Would suggest indicating light, medium or dark roast",UK,10/12/2020,20 July 2020,1,takealot,Tribe Coffee - Special Blend Beans - 1kg,PLID48276435,4.0/5,3,2.0/5
Amazing coffee.,UK,10/12/2020,29 January 2020,1,takealot,Tribe Coffee - Special Blend Beans - 1kg,PLID48276435,4.0/5,3,5.0/5
Nice coffee,UK,10/12/2020,3 December 2019,1,takealot,Tribe Coffee - Special Blend Beans - 1kg,PLID48276435,4.0/5,3,5.0/5
This is a really good coffee. I will buy it again,UK,10/12/2020,18 July 2020,1,takealot,Tribe Coffee - Malawi Gold Beans - 250g,PLID48276444,4.0/5,6,5.0/5
Nice,UK,10/12/2020,28 June 2020,1,takealot,Tribe Coffee - Malawi Gold Beans - 250g,PLID48276444,4.0/5,6,4.0/5
Very nice,UK,10/12/2020,18 May 2020,1,takealot,Tribe Coffee - Malawi Gold Beans - 250g,PLID48276444,4.0/5,6,4.0/5
I love it,UK,10/12/2020,15 January 2020,1,takealot,Tribe Coffee - Malawi Gold Beans - 250g,PLID48276444,4.0/5,6,5.0/5
"Beans seemed to be quite old, didn't produce much crema",UK,10/12/2020,17 December 2019,1,takealot,Tribe Coffee - Malawi Gold Beans - 250g,PLID48276444,4.0/5,6,2.0/5
nice coffee ,UK,10/12/2020,2 October 2019,1,takealot,Tribe Coffee - Malawi Gold Beans - 250g,PLID48276444,4.0/5,6,4.0/5
"Great aroma, not too strong, so definitely to my taste. Would recommend if you like it a bit milder.",UK,10/12/2020,20 August 2020,1,takealot,Strictly Coffee - Nicaragua Ground - 250g,PLID53505480,4.0/5,4,4.0/5
"Good taste, but coffee is not fine enough and the machine makes it too weak.",UK,10/12/2020,19 July 2020,1,takealot,Strictly Coffee - Nicaragua Ground - 250g,PLID53505480,4.0/5,4,3.0/5
"Nice rich smell,makes me think of Wimpy coffee.",UK,10/12/2020,7 July 2020,1,takealot,Strictly Coffee - Nicaragua Ground - 250g,PLID53505480,4.0/5,4,5.0/5
Good flavour.,UK,10/12/2020,24 May 2020,1,takealot,Strictly Coffee - Nicaragua Ground - 250g,PLID53505480,4.0/5,4,4.0/5
Very nice coffee. Has a rich taste to it.,UK,10/12/2020,17 December 2019,1,takealot,Bean There Coffee Filter Variety Pack - 4 x 250g,PLID52338680,5.0/5,2,5.0/5
"I drink a lot of coffee, and I mean A LOT! Having tried many other brands, I have found Bean There to provide full and satisfying flavour, with consistent product quality.
In addition, the faitrade / rainforest protection and other feel good qualities of the brand makes it even more lovely.",UK,10/12/2020,9 September 2019,1,takealot,Bean There Coffee Filter Variety Pack - 4 x 250g,PLID52338680,5.0/5,2,5.0/5
Great coffee,UK,10/12/2020,16 September 2020,1,takealot,Tribe Coffee - Malawi Gold Ground - 250g,PLID48276454,4.8/5,4,5.0/5
Great flavor.,UK,10/12/2020,12 July 2020,1,takealot,Tribe Coffee - Malawi Gold Ground - 250g,PLID48276454,4.8/5,4,5.0/5
"This coffee is absolutely amazing. High quality! If you are looking for coffee that is very strong, I will recommend this specific product. ",UK,10/12/2020,8 February 2020,1,takealot,Tribe Coffee - Malawi Gold Ground - 250g,PLID48276454,4.8/5,4,5.0/5
"Have had this coffee before and have never been disappointed. Really a flavoursome,rich coffee",UK,10/12/2020,30 September 2019,1,takealot,Tribe Coffee - Malawi Gold Ground - 250g,PLID48276454,4.8/5,4,4.0/5
Lovely coffee!! Ordered a 1kg cause it's really nice and affordable.,UK,10/12/2020,4 September 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,5.0/5
"Full bodied coffee, ideal as first coffee of the day as has a decent caffeine content. Highly recommend and worth more than listed price, so a great deal as well. ",UK,10/12/2020,3 September 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,4.0/5
OK,UK,10/12/2020,29 August 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,3.0/5
"Nice aroma, but very weak.",UK,10/12/2020,4 August 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,2.0/5
Good taste and aroma. would not recommend it for people who prefer their coffee strong.,UK,10/12/2020,29 June 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,3.0/5
"I love this coffee, its for thise days that you want something warm and good, but not to strong and bold.Great taste.",UK,10/12/2020,12 June 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,4.0/5
"Nice flavour, enjoyable. Not very strong, so you need to use a little more than normal.",UK,10/12/2020,3 June 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,4.0/5
The taste is something different. Me and my husband likes it,UK,10/12/2020,25 May 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,5.0/5
a little weak but a pleasant yum taste,UK,10/12/2020,23 March 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,4.0/5
Caramel undertone. Rich full bodied texture. Adds creaminess to the cup. Delicious!,UK,10/12/2020,23 March 2020,1,takealot,Strictly Coffee - Brazil Ground - 250g,PLID53505442,3.8/5,10,4.0/5
Excellent,UK,10/12/2020,30 September 2020,1,takealot,Ryo Coffee Variety Pack Single Origin Beans - 1.25kg,PLID40649456,5.0/5,6,5.0/5
Well-tasting beans :D,UK,10/12/2020,25 November 2019,1,takealot,Ryo Coffee Variety Pack Single Origin Beans - 1.25kg,PLID40649456,5.0/5,6,5.0/5
very nice coffee ,UK,10/12/2020,2 October 2019,1,takealot,Ryo Coffee Variety Pack Single Origin Beans - 1.25kg,PLID40649456,5.0/5,6,5.0/5
my favourite,UK,10/12/2020,25 March 2019,1,takealot,Ryo Coffee Variety Pack Single Origin Beans - 1.25kg,PLID40649456,5.0/5,6,5.0/5
Value for money.  Thanks.,UK,10/12/2020,24 September 2018,1,takealot,Ryo Coffee Variety Pack Single Origin Beans - 1.25kg,PLID40649456,5.0/5,6,5.0/5
Absolutely awesome coffee and variety. Bought this as a gift and it was perfect!,UK,10/12/2020,28 August 2017,1,takealot,Ryo Coffee Variety Pack Single Origin Beans - 1.25kg,PLID40649456,5.0/5,6,5.0/5
Delicious Coffee! ,UK,10/12/2020,18 August 2020,1,takealot,Caffe Origem - Ground 1kg,PLID45505213,4.6/5,5,5.0/5
Amazing coffee!,UK,10/12/2020,12 August 2020,1,takealot,Caffe Origem - Ground 1kg,PLID45505213,4.6/5,5,4.0/5
"I love this coffee, so happy to find it on Takealot! It is our must have brand.",UK,10/12/2020,7 May 2020,1,takealot,Caffe Origem - Ground 1kg,PLID45505213,4.6/5,5,5.0/5
I love this coffee. Its great.,UK,10/12/2020,19 April 2020,1,takealot,Caffe Origem - Ground 1kg,PLID45505213,4.6/5,5,4.0/5
excellent coffee,UK,10/12/2020,12 March 2019,1,takealot,Caffe Origem - Ground 1kg,PLID45505213,4.6/5,5,5.0/5
"Great tasting coffee, very well rounded",UK,10/12/2020,8 August 2020,1,takealot,Tribe Coffee - Special Blend Ground - 1kg,PLID48276445,5.0/5,1,5.0/5
I bought the 250g and it was so good that I decided to buy the 1 kg. It is tasty.,UK,10/12/2020,27 October 2020,1,takealot,Avanti Coffee - Our Original Blend - 1kg Beans,PLID68852600,5.0/5,2,5.0/5
My absolute go-to coffee!! Such a rich flavour!,UK,10/12/2020,14 June 2020,1,takealot,Avanti Coffee - Our Original Blend - 1kg Beans,PLID68852600,5.0/5,2,5.0/5
Perfect nice coffee,UK,10/12/2020,23 February 2020,1,takealot,Melitta - La Crema Beans,PLID41466020,5.0/5,1,5.0/5
Good coffee. Would definitely recommend,UK,10/12/2020,23 September 2020,1,takealot,Ryo Coffee Variety Pack Single Origin Filter - 1.25kg,PLID40649455,5.0/5,7,5.0/5
Well a good coffee earns a vife star rating.,UK,10/12/2020,14 August 2020,1,takealot,Ryo Coffee Variety Pack Single Origin Filter - 1.25kg,PLID40649455,5.0/5,7,5.0/5
"Totally worth buying, loving every cup.",UK,10/12/2020,8 June 2020,1,takealot,Ryo Coffee Variety Pack Single Origin Filter - 1.25kg,PLID40649455,5.0/5,7,5.0/5
Delicious coffee!,UK,10/12/2020,10 May 2020,1,takealot,Ryo Coffee Variety Pack Single Origin Filter - 1.25kg,PLID40649455,5.0/5,7,5.0/5
Good coffee.,UK,10/12/2020,7 October 2019,1,takealot,Ryo Coffee Variety Pack Single Origin Filter - 1.25kg,PLID40649455,5.0/5,7,5.0/5
Super coffee for plunger while our espresso machine being fixed...best plunger coffee I have tasted.,UK,10/12/2020,21 February 2019,1,takealot,Ryo Coffee Variety Pack Single Origin Filter - 1.25kg,PLID40649455,5.0/5,7,5.0/5
This coffee tastes amazing. I bought it as a gift but can't help popping in every now and then for a taste. The bundle is 5 different blends each with a unique aroma and taste. Packaged in resealable bags,UK,10/12/2020,8 June 2017,1,takealot,Ryo Coffee Variety Pack Single Origin Filter - 1.25kg,PLID40649455,5.0/5,7,5.0/5
Great coffee,UK,10/12/2020,9 August 2020,1,takealot,Bean There Tanzania Kilimanjaro Coffee - 1kg - Beans,PLID52034835,5.0/5,1,5.0/5
"This is how I got started, I roasted them in an air popcorn popper. I had good results. In retrospect these green beans are quite expensive. Your local roastery will be able to help you out with green beans also.",UK,10/12/2020,13 September 2020,1,takealot,Ryo Coffee 1.5 KG  5 x 300g Assorted Green (unroasted) Coffee Beans,PLID34150539,4.6/5,7,4.0/5
I'm enjoying every sip of this raw coffee.,UK,10/12/2020,4 July 2020,1,takealot,Ryo Coffee 1.5 KG  5 x 300g Assorted Green (unroasted) Coffee Beans,PLID34150539,4.6/5,7,4.0/5
Absolutely love this coffee.,UK,10/12/2020,1 July 2020,1,takealot,Ryo Coffee 1.5 KG  5 x 300g Assorted Green (unroasted) Coffee Beans,PLID34150539,4.6/5,7,4.0/5
