review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean,review,opinion,ml_score,text,ml_topic
very nice coffee,,PLID47904288,10/12/2020,5,2020-08-08,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,very nice coffee,,very nice coffee ,['very nice coffee'],1,very nice coffee ,[]
nice and tasty way to wind down from a busy day.,,PLID47904288,10/12/2020,4,2020-07-22,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,nice and tasty way to wind down from busy day,,nice and tasty way to wind down from a busy day. ,[],1,nice and tasty way to wind down from busy day ,['taste']
good coffee for difference to try and use.,,PLID47904288,10/12/2020,4,2020-06-12,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,good coffee for difference to try and use,,good coffee for difference to try and use. ,['good coffee'],1,good coffee for difference to try and use ,[]
"great product, pods work well in my nespresso machine. and tastes good too!",,PLID47904288,10/12/2020,5,2020-05-28,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,great product pods work we will in my nespresso machine and tastes good too,,"great product, pods work well in my nespresso machine. and tastes good too! ",[],1,great product pods work we will in my nespresso machine and tastes good too ,['taste']
tastes great,,PLID47904288,10/12/2020,5,2020-05-15,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,tastes great,,tastes great ,[],1,tastes great ,['taste']
"full, rich and creamy flavour. most decaf coffees have a bitter after taste. this does not.",,PLID47904288,10/12/2020,5,2020-04-19,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,full rich and creamy flavour most decaf coffees have bitter after taste this does not,,"full, rich and creamy flavour. most decaf coffees have a bitter after taste. this does not. ",[],1,full rich and creamy flavour most decaf coffees have bitter after taste this does not ,"['price', 'taste']"
coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break.,,PLID47904288,10/12/2020,2,2020-04-04,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break,,coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break. ,['right amount'],-1,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break ,"['allergens', 'taste']"
"a great decaf, and a good price",,PLID47904288,10/12/2020,5,2019-09-10,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,great decaf and good price,,"a great decaf, and a good price ","['good price', 'great decaf']",1,great decaf and good price ,['price']
"while the coffee tastes good, the foil is too thick and the nespresso machine can't pierce it properly",,PLID47904288,10/12/2020,2,2018-09-04,Vida e Caffe - Estrela Decaf Capsule Sleeve,takealot,while the coffee tastes good the foil is too thick and the nespresso machine cannot pierce it properly,,"while the coffee tastes good, the foil is too thick and the nespresso machine can't pierce it properly ",[],-1,while the coffee tastes good the foil is too thick and the nespresso machine cannot pierce it properly ,['taste']
great buy,,PLID49124445,10/12/2020,5,2020-03-15,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great buy,,great buy ,[],1,great buy ,[]
perfect blend and so easy to use! no separate milk and coffee capsules; cafe au lait all in one! works for me! ,,PLID49124445,10/12/2020,5,2020-03-07,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,perfect blend and so easy to use no separate milk and coffee capsules cafe au lait all in one works for me,,perfect blend and so easy to use! no separate milk and coffee capsules; cafe au lait all in one! works for me!  ,['perfect blend'],1,perfect blend and so easy to use no separate milk and coffee capsules cafe au lait all in one works for me ,['price']
the best ever. great taste and nice and creamy. well done,,PLID49124445,10/12/2020,5,2020-02-28,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,the best ever great taste and nice and creamy we will done,,the best ever. great taste and nice and creamy. well done ,['great taste'],1,the best ever great taste and nice and creamy we will done ,['taste']
great cup of coffee. glad to see that some dolce gusto pods are affordable ,,PLID49124445,10/12/2020,4,2020-02-23,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great cup of coffee glad to see that some dolce gusto pods are affordable,,great cup of coffee. glad to see that some dolce gusto pods are affordable  ,['great cup'],1,great cup of coffee glad to see that some dolce gusto pods are affordable ,['price']
 the best of all the dolce gusto products abd best value for money as well.,,PLID49124445,10/12/2020,5,2020-02-17,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,the best of all the dolce gusto products abd best value for money as we will,, the best of all the dolce gusto products abd best value for money as well. ,['good value'],1,the best of all the dolce gusto products abd best value for money as we will ,['price']
my favourite! ,,PLID49124445,10/12/2020,5,2020-02-16,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,my favourite,,my favourite!  ,[],1,my favourite ,[]
super easy to make and amazing creamy coffee! love it!,,PLID49124445,10/12/2020,5,2020-02-11,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,super easy to make and amazing creamy coffee love it,,super easy to make and amazing creamy coffee! love it! ,[],1,super easy to make and amazing creamy coffee love it ,[]
delicious cafe au lait at a great price,,PLID49124445,10/12/2020,5,2020-02-11,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,delicious cafe au lait at great price,,delicious cafe au lait at a great price ,['great price'],1,delicious cafe au lait at great price ,"['price', 'taste']"
"great, tastes good especially for the price.",,PLID49124445,10/12/2020,5,2020-02-07,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great tastes good especially for the price,,"great, tastes good especially for the price. ",[],1,great tastes good especially for the price ,"['price', 'taste']"
great tasting coffee.,,PLID49124445,10/12/2020,5,2020-01-30,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great tasting coffee,,great tasting coffee. ,['great tasting coffee'],1,great tasting coffee ,['taste']
good flavour,,PLID49124445,10/12/2020,5,2020-01-27,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,good flavour,,good flavour ,[],1,good flavour ,['taste']
tastes great,,PLID49124445,10/12/2020,5,2020-01-26,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,tastes great,,tastes great ,[],1,tastes great ,['taste']
cafe au lait is my favourite variant. i order this particular variant all the time. will definitely recommend it. ,,PLID49124445,10/12/2020,5,2020-01-21,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,cafe au lait is my favourite variant order this particular variant all the time will definitely recommend it,,cafe au lait is my favourite variant. i order this particular variant all the time. will definitely recommend it.  ,[],1,cafe au lait is my favourite variant order this particular variant all the time will definitely recommend it ,['delivery']
"good taste,  creamy,  good price",,PLID49124445,10/12/2020,5,2020-01-06,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,good taste creamy good price,,"good taste,  creamy,  good price ","['good price', 'good taste']",1,good taste creamy good price ,"['price', 'taste']"
value for money. ,,PLID49124445,10/12/2020,5,2019-12-25,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,value for money,,value for money.  ,[],1,value for money ,['price']
best cup of coffee....anytime,,PLID49124445,10/12/2020,5,2019-12-24,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,best cup of coffeeanytime,,best cup of coffee....anytime ,['good cup'],1,best cup of coffeeanytime ,['delivery']
my favorite... excellent quality... ,,PLID49124445,10/12/2020,5,2019-12-18,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,my favorite excellent quality,,my favorite... excellent quality...  ,['favorite excellent quality'],1,my favorite excellent quality ,[]
"makes a nice cup of coffee, good value for money.",,PLID49124445,10/12/2020,5,2019-12-10,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,makes nice cup of coffee good value for money,,"makes a nice cup of coffee, good value for money. ","['nice cup', 'good value']",1,makes nice cup of coffee good value for money ,['price']
smells devine and is devine plus it’s wrapped individually so everything about this box is absolutely brilliant,,PLID46639875,10/12/2020,5,2020-10-08,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,smells devine and is devine plus its wrapped individually so everything about this box is absolutely brilliant,,smells devine and is devine plus it’s wrapped individually so everything about this box is absolutely brilliant ,[],1,smells devine and is devine plus its wrapped individually so everything about this box is absolutely brilliant ,"['packaging', 'taste']"
great coffee,,PLID46639875,10/12/2020,5,2020-09-10,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,great coffee,,great coffee ,['great coffee'],1,great coffee ,[]
"great value. interesting packaging - i would like to see the level inside the box, so that i know when to reorder.",,PLID46639875,10/12/2020,4,2020-04-14,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,great value interesting packaging would like to see the level inside the box so that know when to reorder,,"great value. interesting packaging - i would like to see the level inside the box, so that i know when to reorder. ",['great value'],1,great value interesting packaging would like to see the level inside the box so that know when to reorder ,"['delivery', 'packaging', 'price']"
"amazing coffee, super smooth and when you open the sachet the aroma is beautiful. after having tried many different makes and blends i am sold on these",,PLID46639875,10/12/2020,5,2020-04-07,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,amazing coffee super smooth and when you open the sachet the aroma is beautiful after having tried many different makes and blends am sold on these,,"amazing coffee, super smooth and when you open the sachet the aroma is beautiful. after having tried many different makes and blends i am sold on these ",['amazing coffee'],1,amazing coffee super smooth and when you open the sachet the aroma is beautiful after having tried many different makes and blends am sold on these ,['taste']
coffee not that great. also - feels like imm about to break my lattisima touch nespresso machine everytime i insert a new capsule. realy hard to close. i definitely wont be buying this brand again.,,PLID46639875,10/12/2020,1,2020-04-05,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,coffee not that great also feels like imm about to break my lattisima touch nespresso machine everytime insert new capsule realy hard to close definitely will not be buying this brand again,,coffee not that great. also - feels like imm about to break my lattisima touch nespresso machine everytime i insert a new capsule. realy hard to close. i definitely wont be buying this brand again. ,[],-1,coffee not that great also feels like imm about to break my lattisima touch nespresso machine everytime insert new capsule realy hard to close definitely will not be buying this brand again ,['delivery']
really great coffee. i have a russel hobbs vida machine and it works so well and a great taste too.,,PLID46639875,10/12/2020,5,2020-02-25,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,really great coffee have russel hobbs vida machine and it works so we will and great taste too,,really great coffee. i have a russel hobbs vida machine and it works so well and a great taste too. ,"['really great coffee', 'great taste']",1,really great coffee have russel hobbs vida machine and it works so we will and great taste too ,['taste']
"love the individually packed pods, fresher coffee for longer. tastes amazing.",,PLID46639875,10/12/2020,4,2020-02-04,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,love the individually packed pods fresher coffee for longer tastes amazing,,"love the individually packed pods, fresher coffee for longer. tastes amazing. ",['fresher coffee'],1,love the individually packed pods fresher coffee for longer tastes amazing ,"['packaging', 'taste']"
excellent value for money,,PLID46639875,10/12/2020,4,2019-11-05,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,excellent value for money,,excellent value for money ,['excellent value'],1,excellent value for money ,['price']
great coffee at a great price. ,,PLID46639875,10/12/2020,4,2019-10-14,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,great coffee at great price,,great coffee at a great price.  ,"['great price', 'great coffee']",1,great coffee at great price ,['price']
7th time i order this. the only coffee pods i'm using. the best.,,PLID46639875,10/12/2020,5,2019-09-18,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,th time order this the only coffee pods am using the best,,7th time i order this. the only coffee pods i'm using. the best. ,[],1,th time order this the only coffee pods am using the best ,['delivery']
these are the best coffee blends i've been able to find for my coffee machine. i prefer it over the nespresso capsules. all the blends in the box are delicious! the capsules are individually wrapped to keep them fresh and the aroma that hits you when you open one up always puts a smile on my face.,,PLID46639875,10/12/2020,5,2019-09-09,Importers Bulk Special Variety 100 Coffee Capsules for Nespresso & Caffeluxe,takealot,these are the best coffee blends have been able to find for my coffee machine prefer it over the nespresso capsules all the blends in the box are delicious the capsules are individually wrapped to keep them fresh and the aroma that hits you when you open one up always puts smile on my face,,these are the best coffee blends i've been able to find for my coffee machine. i prefer it over the nespresso capsules. all the blends in the box are delicious! the capsules are individually wrapped to keep them fresh and the aroma that hits you when you open one up always puts a smile on my face. ,['good coffee blend'],1,these are the best coffee blends have been able to find for my coffee machine prefer it over the nespresso capsules all the blends in the box are delicious the capsules are individually wrapped to keep them fresh and the aroma that hits you when you open one up always puts smile on my face ,"['packaging', 'taste']"
"i love the bulk pack, really good coffee. definitely worth the buy.",,PLID49124445,10/12/2020,5,2019-11-28,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,love the bulk pack really good coffee definitely worth the buy,,"i love the bulk pack, really good coffee. definitely worth the buy. ",['really good coffee'],1,love the bulk pack really good coffee definitely worth the buy ,['packaging']
great tasting coffee not too strong,,PLID49124445,10/12/2020,5,2019-10-31,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great tasting coffee not too strong,,great tasting coffee not too strong ,['great tasting coffee'],1,great tasting coffee not too strong ,['taste']
my favourite!,,PLID49124445,10/12/2020,5,2019-10-27,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,my favourite,,my favourite! ,[],1,my favourite ,[]
delicious!,,PLID49124445,10/12/2020,4,2019-10-21,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,delicious,,delicious! ,[],1,delicious ,['taste']
you pay about 10% less for this item on takealot . you get 30 decent cups of coffee for below r5 a cup. and so you never have to be without your favourite cup of joe again.,,PLID49124445,10/12/2020,5,2019-10-20,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,you pay about less for this item on takealot you get decent cups of coffee for below cup and so you never have to be without your favourite cup of joe again,,you pay about 10% less for this item on takealot . you get 30 decent cups of coffee for below r5 a cup. and so you never have to be without your favourite cup of joe again. ,[],1,you pay about less for this item on takealot you get decent cups of coffee for below cup and so you never have to be without your favourite cup of joe again ,['price']
hubby loves it,,PLID49124445,10/12/2020,5,2019-10-14,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,hubby loves it,,hubby loves it ,[],1,hubby loves it ,[]
very good price,,PLID49124445,10/12/2020,5,2019-10-12,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,very good price,,very good price ,['very good price'],1,very good price ,['price']
great product.,,PLID49124445,10/12/2020,4,2019-09-30,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great product,,great product. ,['great product'],1,great product ,[]
just what you expect from this brand. makes a good coffee every time,,PLID49124445,10/12/2020,5,2019-09-30,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,just what you expect from this brand makes good coffee every time,,just what you expect from this brand. makes a good coffee every time ,['good coffee'],1,just what you expect from this brand makes good coffee every time ,['delivery']
great coffee!,,PLID49124445,10/12/2020,5,2019-09-29,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great coffee,,great coffee! ,['great coffee'],1,great coffee ,[]
delicious...love the bigger box,,PLID49124445,10/12/2020,5,2019-09-25,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,deliciouslove the bigger box,,delicious...love the bigger box ,[],1,deliciouslove the bigger box ,"['packaging', 'taste']"
great taste only problem is supplier out of stock on a regular basis with 30 capsules package,,PLID49124445,10/12/2020,5,2019-08-06,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great taste only problem is supplier out of stock on regular basis with capsules package,,great taste only problem is supplier out of stock on a regular basis with 30 capsules package ,[],1,great taste only problem is supplier out of stock on regular basis with capsules package ,"['packaging', 'price', 'taste']"
subtle but great tasting red cappuccinos,,PLID41466765,10/12/2020,5,2020-11-10,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,subtle but great tasting red cappuccinos,,subtle but great tasting red cappuccinos ,[],1,subtle but great tasting red cappuccinos ,['taste']
"amazing, very refreshing.",,PLID41466765,10/12/2020,5,2020-10-27,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,amazing very refreshing,,"amazing, very refreshing. ",[],1,amazing very refreshing ,[]
so good :) this is such a treat!,,PLID41466765,10/12/2020,5,2020-10-16,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,so good this is such treat,,so good :) this is such a treat! ,[],1,so good this is such treat ,[]
this tea is very nice. ,,PLID41466765,10/12/2020,5,2020-10-15,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,this tea is very nice,,this tea is very nice.  ,[],1,this tea is very nice ,[]
"i love this product. i am a tea drinker so this product caters to my taste perfectly. i discovered it's best had in as an expresso with a bit of honey and no milk. wish there were more flavoured teas as i am not a fan of caffenated drinks. thank you.
",,PLID41466765,10/12/2020,4,2020-09-09,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,love this product am tea drinker so this product caters to my taste perfectly discovered it is best had in as an expresso with bit of honey and no milk wish there we are more flavoured teas as am not fan of caffenated drinks thank you,,"i love this product. i am a tea drinker so this product caters to my taste perfectly. i discovered it's best had in as an expresso with a bit of honey and no milk. wish there were more flavoured teas as i am not a fan of caffenated drinks. thank you.
 ",[],1,love this product am tea drinker so this product caters to my taste perfectly discovered it is best had in as an expresso with bit of honey and no milk wish there we are more flavoured teas as am not fan of caffenated drinks thank you ,['taste']
excellent ,,PLID41466765,10/12/2020,4,2020-08-17,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,excellent,,excellent  ,[],1,excellent ,[]
absolutely love this and it works perfect in my nespresso,,PLID41466765,10/12/2020,5,2020-07-12,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,absolutely love this and it works perfect in my nespresso,,absolutely love this and it works perfect in my nespresso ,[],1,absolutely love this and it works perfect in my nespresso ,[]
love it,,PLID41466765,10/12/2020,5,2020-05-02,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,love it,,love it ,[],1,love it ,[]
very tasty and nice variety,,PLID41466765,10/12/2020,4,2020-04-29,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,very tasty and nice variety,,very tasty and nice variety ,['nice variety'],1,very tasty and nice variety ,['taste']
tasteful,,PLID41466765,10/12/2020,4,2020-01-28,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,tasteful,,tasteful ,[],1,tasteful ,['taste']
great coffee,,PLID41466765,10/12/2020,5,2019-09-21,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,great coffee,,great coffee ,['great coffee'],1,great coffee ,[]
very happy. packaging could be beter.,,PLID41466765,10/12/2020,5,2019-03-22,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,very happy packaging could be beter,,very happy. packaging could be beter. ,[],1,very happy packaging could be beter ,['packaging']
"these were the first tea capsules i bought. it tastes lovely, especially with some honey added. i will buy it again.",,PLID41466765,10/12/2020,4,2019-02-11,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,these we are the first tea capsules bought it tastes lovely especially with some honey added will buy it again,,"these were the first tea capsules i bought. it tastes lovely, especially with some honey added. i will buy it again. ",[],1,these we are the first tea capsules bought it tastes lovely especially with some honey added will buy it again ,['taste']
"at same time i purchased,redesspersso was offering one pack for only r 60, that is mean i got it more expensive by r 85. disappointing!!",,PLID41466765,10/12/2020,2,2018-12-18,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,at same time purchasedredesspersso was offering one pack for only that is mean got it more expensive by disappointing,,"at same time i purchased,redesspersso was offering one pack for only r 60, that is mean i got it more expensive by r 85. disappointing!! ",[],-1,at same time purchasedredesspersso was offering one pack for only that is mean got it more expensive by disappointing ,"['delivery', 'packaging', 'price']"
one box expired in sept2017!,,PLID41466765,10/12/2020,3,2018-10-22,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,one box expired in sept,,one box expired in sept2017! ,[],-1,one box expired in sept ,['packaging']
great,,PLID41466765,10/12/2020,4,2018-07-26,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,great,,great ,[],1,great ,[]
i love the taste. will be ordering more soon,,PLID47904291,10/12/2020,5,2020-11-30,Vida e Caffe - Electra Capsule Sleeve,takealot,love the taste will be ordering more soon,,i love the taste. will be ordering more soon ,[],1,love the taste will be ordering more soon ,"['delivery', 'taste']"
smooth coffee,,PLID47904291,10/12/2020,4,2020-08-10,Vida e Caffe - Electra Capsule Sleeve,takealot,smooth coffee,,smooth coffee ,['smooth coffee'],1,smooth coffee ,[]
awesome product with great flavor.,,PLID47904291,10/12/2020,5,2020-08-05,Vida e Caffe - Electra Capsule Sleeve,takealot,awesome product with great flavor,,awesome product with great flavor. ,"['awesome product', 'great flavor']",1,awesome product with great flavor ,['taste']
a good anytime nespresso compatible coffee pod.,,PLID47904291,10/12/2020,5,2020-06-23,Vida e Caffe - Electra Capsule Sleeve,takealot,good anytime nespresso compatible coffee pod,,a good anytime nespresso compatible coffee pod. ,[],1,good anytime nespresso compatible coffee pod ,['delivery']
electrafying,,PLID47904291,10/12/2020,5,2020-06-17,Vida e Caffe - Electra Capsule Sleeve,takealot,electrafying,,electrafying ,[],1,electrafying ,[]
"best of the lot, really enjoyed this flavour, a little weak, so i use two pods, but flavour makes it worth the expense.",,PLID47904291,10/12/2020,5,2020-06-15,Vida e Caffe - Electra Capsule Sleeve,takealot,best of the lot really enjoyed this flavour little weak so use two pods but flavour makes it worth the expense,,"best of the lot, really enjoyed this flavour, a little weak, so i use two pods, but flavour makes it worth the expense. ",[],1,best of the lot really enjoyed this flavour little weak so use two pods but flavour makes it worth the expense ,"['price', 'taste']"
rather buy nespresso pods,,PLID47904291,10/12/2020,2,2020-06-03,Vida e Caffe - Electra Capsule Sleeve,takealot,rather buy nespresso pods,,rather buy nespresso pods ,[],-1,rather buy nespresso pods ,[]
tastes good and works well in my nespresso machine,,PLID47904291,10/12/2020,5,2020-05-28,Vida e Caffe - Electra Capsule Sleeve,takealot,tastes good and works we will in my nespresso machine,,tastes good and works well in my nespresso machine ,[],1,tastes good and works we will in my nespresso machine ,['taste']
reminds me of buying an electra blend in-store. capsules fit my nespresso essenza mini and the larger delonghi machine and the flavour is excellent.,,PLID47904291,10/12/2020,5,2020-05-05,Vida e Caffe - Electra Capsule Sleeve,takealot,reminds me of buying an electra blend instore capsules fit my nespresso essenza mini and the larger delonghi machine and the flavour is excellent,,reminds me of buying an electra blend in-store. capsules fit my nespresso essenza mini and the larger delonghi machine and the flavour is excellent. ,[],1,reminds me of buying an electra blend instore capsules fit my nespresso essenza mini and the larger delonghi machine and the flavour is excellent ,['taste']
coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break.,,PLID47904291,10/12/2020,2,2020-04-04,Vida e Caffe - Electra Capsule Sleeve,takealot,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break,,coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break. ,['right amount'],-1,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break ,"['allergens', 'taste']"
great value for money,,PLID47904291,10/12/2020,4,2018-06-14,Vida e Caffe - Electra Capsule Sleeve,takealot,great value for money,,great value for money ,['great value'],1,great value for money ,['price']
"decent coffee, capsule contains a foil bottom and doesn't regulate the pressure well as compared to the original nespresso capsules",,PLID52036251,10/12/2020,4,2020-08-26,Lavazza Vigoroso Nespresso Compatible Coffee Capsules - 40,takealot,decent coffee capsule contains foil bottom and does not regulate the pressure we will as compared to the original nespresso capsules,,"decent coffee, capsule contains a foil bottom and doesn't regulate the pressure well as compared to the original nespresso capsules ",['decent coffee'],-1,decent coffee capsule contains foil bottom and does not regulate the pressure we will as compared to the original nespresso capsules ,['allergens']
as close as it gets to italian espresso,,PLID52036251,10/12/2020,4,2020-04-13,Lavazza Vigoroso Nespresso Compatible Coffee Capsules - 40,takealot,as close as it gets to italian espresso,,as close as it gets to italian espresso ,[],1,as close as it gets to italian espresso ,[]
"like the product, great taste",,PLID52036251,10/12/2020,4,2020-03-16,Lavazza Vigoroso Nespresso Compatible Coffee Capsules - 40,takealot,like the product great taste,,"like the product, great taste ",[],1,like the product great taste ,['taste']
strong rich aroma... fantastic,,PLID52036251,10/12/2020,4,2020-02-10,Lavazza Vigoroso Nespresso Compatible Coffee Capsules - 40,takealot,strong rich aroma fantastic,,strong rich aroma... fantastic ,['strong rich aroma'],1,strong rich aroma fantastic ,['taste']
"tasty wholesome flavor, totally worth the price, i absolutely love the capsules!!!",,PLID52036251,10/12/2020,4,2019-11-11,Lavazza Vigoroso Nespresso Compatible Coffee Capsules - 40,takealot,tasty wholesome flavor totally worth the price absolutely love the capsules,,"tasty wholesome flavor, totally worth the price, i absolutely love the capsules!!! ",[],1,tasty wholesome flavor totally worth the price absolutely love the capsules ,"['price', 'taste']"
exceptional coffee!,,PLID52036251,10/12/2020,5,2018-09-20,Lavazza Vigoroso Nespresso Compatible Coffee Capsules - 40,takealot,exceptional coffee,,exceptional coffee! ,['exceptional coffee'],1,exceptional coffee ,[]
one of my personal favorite brands of coffee. have been surprised by the pleasant flavour of the vigoroso,,PLID65549763,10/12/2020,5,2020-10-02,Lavazza Favourites Variety Nespresso Compatible Coffee Capsules - 40,takealot,one of my personal favorite brands of coffee have been surprised by the pleasant flavour of the vigoroso,,one of my personal favorite brands of coffee. have been surprised by the pleasant flavour of the vigoroso ,"['personal favorite brand', 'pleasant flavour']",1,one of my personal favorite brands of coffee have been surprised by the pleasant flavour of the vigoroso ,['taste']
awesome product with great flavor.,,PLID47904289,10/12/2020,5,2020-08-05,Vida e Caffe - Vega Capsule Sleeve,takealot,awesome product with great flavor,,awesome product with great flavor. ,"['awesome product', 'great flavor']",1,awesome product with great flavor ,['taste']
good taste but slightly on the weak side. the pods' size isn't compatible with the nespresso essenza mini.,,PLID47904289,10/12/2020,3,2020-06-09,Vida e Caffe - Vega Capsule Sleeve,takealot,good taste but slightly on the weak side the pods size is not compatible with the nespresso essenza mini,,good taste but slightly on the weak side. the pods' size isn't compatible with the nespresso essenza mini. ,"['weak side', 'good taste']",-1,good taste but slightly on the weak side the pods size is not compatible with the nespresso essenza mini ,"['packaging', 'taste']"
capsules fit my nespresso machine perfectly - tested with essenza mini and delonghi machine. great flavour!,,PLID47904289,10/12/2020,5,2020-05-05,Vida e Caffe - Vega Capsule Sleeve,takealot,capsules fit my nespresso machine perfectly tested with essenza mini and delonghi machine great flavour,,capsules fit my nespresso machine perfectly - tested with essenza mini and delonghi machine. great flavour! ,['great flavour'],1,capsules fit my nespresso machine perfectly tested with essenza mini and delonghi machine great flavour ,"['allergens', 'taste']"
